ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Npas2_CT0/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT4/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT8/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT12/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT16/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT20/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_Input/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
2036	chr11	77580131	77580330	77580230	7	Intergenic	CpG	-10537	uc007khg.1	Myo18a	myosin-XVIIIa	2.88	1.92	6.73	0	0.96	0.96	0	Npas2-2036	1	yule-walker	1	22.4269662921	1.781727372	6.8919960889	2.2416666667	0.3293477059	0.1803138628	0.9801695969	0.1656678993	0.0140123503	0.2098400806
2037	chr11	78363601	78363870	78363765	7	intron (uc007kjv.1, intron 1 of 2)	intron (NM_133706, intron 1 of 2)	502	uc007kjv.1	Tmem97	transmembrane protein 97	7.69	4.81	7.69	2.88	0.96	0	4.81	Npas2-2037	0	default	1	24	2.7297774373	5.182117914	4.005	0.5094567931	0.4004471915	0.7517233265	0.0405553073	0.004918389	0.0736546774
2038	chr11	78661491	78661710	78661600	7	Intergenic	Intergenic	21503	uc007kkb.2	1810012P15Rik	hypothetical protein LOC66274	1.92	6.73	1.92	0.96	0.96	1.92	0.96	Npas2-2038	0	burg	1	23.3450292398	1.9228094411	3.9220131189	2.4016666667	0.4792784524	0.363562553	0.8255637333	0.0530548354	0.0059064764	0.0884516488
2039	chr11	79101181	79101420	79101285	7	Intergenic	Intergenic	-33103	uc007kki.1	Wsb1	WD repeat and SOCS box-containing protein 1	0.96	7.69	2.88	1.92	3.84	0	1.92	Npas2-2039	0	mle	1	24.3414634146	1.7575489845	6.4728093502	2.8816666667	0.258703321	0.0939707256	0.8612854345	0.2599945506	0.0203831219	0.305244721
2040	chr11	79468141	79468380	79468185	7	intron (uc007kku.1, intron 3 of 14)	intron (NM_175543, intron 3 of 14)	20370	uc007kkw.1	AK019731	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020F10 product:unclassifiable, full insert sequence.	2.88	4.81	4.81	0.96	0	0	0.96	Npas2-2040	0	burg	1	23.0751445087	2.4639441827	5.9201061882	2.2433333333	0.8144189835	0.7731787576	0.9152298266	0.0005109766	0.0003442735	0.0051556224
2041	chr11	83375971	83376300	83376150	7	Intergenic	Intergenic	16003	uc007kpj.1	Ccl9	C-C motif chemokine 9	4.81	9.61	9.61	4.81	6.73	1.92	3.84	Npas2-2041	0	mle	1	24.3414634146	2.900896475	7.1855143997	6.2483333333	0.5850988281	0.4928985677	0.4417181941	0.0190875847	0.0028935845	0.0433324879
2042	chr11	83391981	83392230	83392120	7	promoter-TSS (uc007kpj.1)	promoter-TSS (NM_011338)	33	uc007kpj.1	Ccl9	C-C motif chemokine 9	3.84	3.84	6.73	7.69	0.96	2.88	2.88	Npas2-2042	0	burg	1	23.2093023256	2.3444169787	9.1196298421	4.3233333333	0.556826075	0.4583429805	0.5256648858	0.0256793425	0.003573325	0.0535118514
2043	chr11	83692091	83692331	83692205	7	intron (uc007kpx.1, intron 4 of 8)	(CA)n|Simple_repeat|Simple_repeat	27840	uc007kpx.1	Hnf1b	hepatocyte nuclear factor 1-beta	7.69	1.92	5.77	1.92	1.92	0	3.84	Npas2-2043	0	default	1	24	1.3317249417	4	3.2033333333	0.1491838456	-0.0398864109	0.8251512645	0.4833489422	0.034669822	0.5191932905
2044	chr11	83830671	83830920	83830775	7	intron (uc011ybj.1, intron 14 of 21)	(TG)n|Simple_repeat|Simple_repeat	51064	uc007kqd.1	Dusp14	dual specificity protein phosphatase 14	7.69	1.92	1.92	0.96	2.88	0.96	2.88	Npas2-2044	0	burg	1	25.9220779221	1.8617173433	23.7135095508	2.7216666667	0.3387847299	0.1918480032	0.8511943415	0.1554328949	0.013334386	0.1996873176
2045	chr11	84254011	84254220	84254115	7	intron (uc007kqm.1, intron 12 of 12)	intron (NM_019816, intron 12 of 12)	72888	uc007kqm.1	Aatf	protein AATF	1.92	0	6.73	0	0	0.96	2.88	Npas2-2045	0	burg	1	22.6818181818	1.6490114962	7.6703825671	1.6016666667	0.2376565463	0.0682468899	1.4973305675	0.294902218	0.022679982	0.3396410423
2046	chr11	84703141	84703330	84703235	7	intron (uc007krd.2, intron 5 of 24)	RSINE1|SINE|B4	-9448	uc007kqz.1	Pigw	phosphatidylinositol-glycan biosynthesis class W	0.96	6.73	6.73	1.92	0	1.92	0	Npas2-2046	0	burg	1	22.0552486188	3.2973714586	7.1664320221	3.0433333333	0.7405774783	0.682928029	0.8828025841	0.0023069307	0.00079067	0.0118405725
2047	chr11	86815681	86816130	86815825	7	Intergenic	Intergenic	-8641	uc007ktd.1	Ypel2	protein yippee-like 2	4.81	1.92	8.65	9.61	6.73	3.84	2.88	Npas2-2047	0	burg	1	22.4269662921	3.1400906282	12.7127032884	5.9266666667	0.7083066263	0.6434858766	0.4531836391	0.003909935	0.001108698	0.0166031592
2048	chr11	88200461	88200811	88200690	7	intron (uc007kvl.2, intron 9 of 13)	intron (NM_054043, intron 9 of 13)	93091	uc011ych.1	1700106J16Rik	coiled-coil domain-containing protein	7.69	2.88	5.77	4.81	5.77	2.88	0.96	Npas2-2048	0	default	1	24	0.2302162348	15.9521021317	4.9666666667	0.0096324328	-0.2104492488	0.3432687445	0.9573788806	0.0641476045	0.9606338875
2049	chr11	88710691	88710990	88710885	7	intron (uc007kvw.1, intron 1 of 10)	intron (NM_001042541, intron 1 of 10)	15060	uc007kvw.1	Akap1	A-kinase anchor protein 1, mitochondrial	7.69	3.84	3.84	0	0	0.96	1.92	Npas2-2049	0	burg	1	27.3424657534	2.7328638303	26.5127471707	2.7216666667	0.6358657189	0.5549469897	1.0073893864	0.0106090636	0.0019631613	0.02939906
2050	chr11	90219371	90219670	90219555	7	intron (uc007kws.1, intron 2 of 3)	intron (NM_172563, intron 2 of 3)	32711	uc007kws.1	Hlf	hepatic leukemia factor	1.92	1.92	8.65	4.81	2.88	0	2.88	Npas2-2050	0	mle	1	24.0481927711	3.3704458354	9.4148359951	3.3633333333	0.7495018958	0.6938356504	0.8210464575	0.0019706976	0.0007362513	0.011025633
2051	chr11	90249481	90249760	90249585	7	intron (uc007kws.1, intron 1 of 3)	intron (NM_172563, intron 1 of 3)	2611	uc007kws.1	Hlf	hepatic leukemia factor	2.88	2.88	7.69	1.92	0	0	1.92	Npas2-2051	0	burg	1	23.4823529412	2.8030463355	7.2221857661	2.5616666667	0.6335216283	0.5520819902	1.0084179479	0.0109198726	0.0020088859	0.030083803
2052	chr11	94223411	94223671	94223525	7	intron (uc007kym.1, intron 17 of 30)	L1MB2|LINE|L1	30749	uc007kym.1	Abcc3	canalicular multispecific organic anion	0	3.84	6.73	1.92	0	0	1.92	Npas2-2052	0	burg	1	22.3016759777	3.1257963136	8.3192984785	2.0816666667	0.8006732207	0.7563783808	1.2045564002	0.0007047668	0.0003951782	0.0059179384
2053	chr11	97745701	97745920	97745810	7	promoter-TSS (uc007lfb.1)	promoter-TSS (NM_001081435)	-342	uc007lfb.1	Fbxo47	F-box only protein 47	0	0.96	7.69	0	1.92	0.96	0	Npas2-2053	0	burg	1	22.5536723164	2.1072152765	9.0024207681	1.9216666667	0.3235457927	0.1732226355	1.3851160645	0.1722157274	0.0144652873	0.2166229794
2054	chr11	98634251	98634571	98634470	7	intron (uc007lhh.1, intron 1 of 7)	intron (NM_145434, intron 1 of 7)	2145	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	10.57	5.77	12.5	8.65	1.92	0	2.88	Npas2-2054	0	mle	1	25.106918239	4.1496533469	6.4680635274	6.5683333333	0.4904630962	0.3772326732	0.6834643952	0.0481160976	0.0055401554	0.082965857
2055	chr11	98644481	98644871	98644655	7	Intergenic	Intergenic	-8120	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	20.19	11.53	26.91	17.3	13.46	2.88	2.88	Npas2-2055	0	mle	1	24.6419753086	6.7241715414	8.03860564	15.3783333333	0.4334117574	0.307503259	0.4855429256	0.0775718255	0.0078196225	0.1171017135
2056	chr11	98967381	98967640	98967505	7	Intergenic	Intergenic	-16890	uc007lig.2	Tns4	tensin-4 precursor	8.65	2.88	5.77	6.73	1.92	2.88	0.96	Npas2-2056	0	default	1	24	0.7458736826	5.4700126305	4.805	0.0524097554	-0.1581658545	0.5037634979	0.7848607564	0.0534515307	0.8004562617
2057	chr11	100691661	100691890	100691775	7	intron (uc007lmj.2, intron 1 of 18)	RSINE1|SINE|B4	20124	uc007lmj.2	Stat5b	signal transducer and activator of transcription	3.84	1.92	6.73	1.92	2.88	0	0	Npas2-2057	0	mle	1	24.1939393939	1.6220184815	7.8317379916	2.8816666667	0.3229999128	0.172555449	0.7207371225	0.1728419912	0.0145024377	0.2171793194
2058	chr11	100799541	100799990	100799650	7	intron (uc007lmp.1, intron 1 of 23)	intron (NM_213660, intron 1 of 23)	1060	uc007lmp.1	Stat3	signal transducer and activator of transcription	5.77	6.73	10.57	2.88	2.88	0.96	4.81	Npas2-2058	0	mle	1	23.9041916168	3.3782815714	6.3927654806	4.965	0.6405610745	0.5606857577	0.636455983	0.0100072093	0.0018930876	0.0283496808
2059	chr11	101228811	101229060	101228890	7	promoter-TSS (uc007lor.1)	promoter-TSS (NM_008061)	-109	uc007lor.1	G6pc	glucose-6-phosphatase	2.88	3.84	7.69	4.81	0.96	0	2.88	Npas2-2059	0	burg	1	23.3450292398	3.1588946219	8.3898946188	3.3633333333	0.8439287861	0.8092462941	0.751802169	0.0002343973	0.0002368899	0.0035475132
2060	chr11	101229931	101230180	101230080	7	intron (uc007lor.1, intron 1 of 4)	HAL1-3A_ME|LINE|L1	1011	uc007lor.1	G6pc	glucose-6-phosphatase	5.77	0.96	7.69	2.88	0	0.96	3.84	Npas2-2060	1	default	1	24	1.8486415006	6.4562568485	3.0433333333	0.2358351022	0.0660206805	0.9196068957	0.2980862061	0.022869074	0.3424727652
2061	chr11	101380311	101380650	101380540	7	intron (uc007lpd.2, intron 11 of 22)	intron (NM_009764, intron 11 of 22)	32789	uc007lpd.2	Brca1	breast cancer type 1 susceptibility protein	1.92	0.96	8.65	1.92	0	0.96	5.77	Npas2-2061	0	burg	1	22.5536723164	2.6607605092	8.5407683823	2.4016666667	0.4439812986	0.3204215871	1.1951132817	0.0712692676	0.0073171608	0.1095771645
2062	chr11	101562101	101562381	101562325	7	Intergenic	MER5B|DNA|MER1_type	-32029	uc007lpr.1	Dhx8	ATP-dependent RNA helicase DHX8	4.81	3.84	7.69	7.69	3.84	0.96	1.92	Npas2-2062	0	mle	1	24.1939393939	2.8099195939	9.36961101	4.805	0.7332522387	0.6739749584	0.4902381696	0.0026148906	0.0008728097	0.0130706445
2063	chr11	102050811	102051040	102050925	7	promoter-TSS (uc007lqt.1)	promoter-TSS (NM_175935)	-88	uc007lqt.1	G6pc3	glucose-6-phosphatase 3	6.73	2.88	4.81	3.84	4.81	0	0	Npas2-2063	0	default	1	24	0.6027157636	8.457826292	3.845	0.0473933469	-0.1642970205	0.54036334	0.8037319756	0.0545717095	0.8172313499
2064	chr11	102977271	102977640	102977365	7	promoter-TSS (uc007lto.1)	promoter-TSS (NM_138753)	-184	uc007lto.1	Hexim1	protein HEXIM1	7.69	3.84	2.88	4.81	5.77	4.81	0.96	Npas2-2064	0	burg	1	22.6818181818	1.5208214571	20.1515425885	4.9666666667	0.5250247856	0.419474738	0.304625542	0.0350767432	0.0044268586	0.0662938306
2065	chr11	106376431	106376750	106376520	7	intron (uc007lzc.1, intron 8 of 11)	intron (NM_198292, intron 8 of 11)	14285	uc011ygj.1	Snord104	Mus musculus small nucleolar RNA, C/D box 104 (Snord104), small nucleolar RNA.	2.88	4.81	7.69	7.69	4.81	1.92	0.96	Npas2-2065	0	mle	1	24.0481927711	3.0591209823	9.8584675238	4.9666666667	0.9848253124	0.9814531597	0.4389579858	6.53189069499E-009	1.02981078492E-006	1.54217939309E-005
2066	chr11	106389381	106389740	106389475	7	intron (uc007lzc.1, intron 7 of 11)	intron (NM_198292, intron 7 of 11)	27255	uc011ygj.1	Snord104	Mus musculus small nucleolar RNA, C/D box 104 (Snord104), small nucleolar RNA.	7.69	2.88	3.84	3.84	0	0	4.81	Npas2-2066	0	default	1	24	1.5830679001	3.993034674	3.0416666667	0.2233743725	0.0507908998	0.8637182599	0.3205920354	0.0243586466	0.3647796605
2067	chr11	109857021	109857310	109857210	7	promoter-TSS (uc007mdb.2)	promoter-TSS (NM_013851)	-35	uc007mdb.2	Abca8b	ATP-binding cassette sub-family A member 8-B	4.81	5.77	9.61	8.65	2.88	1.92	2.88	Npas2-2067	1	default	1	24	3.5618509433	8.6094566507	5.6066666667	0.8467508028	0.8126954256	0.4990663307	0.0002159195	0.0002315758	0.0034679321
2068	chr11	110339481	110339700	110339590	7	intron (uc007mdr.1, intron 1 of 11)	intron (NM_011943, intron 1 of 11)	-28947	uc007mds.1	AK143961	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:F530007B04 product:hypothetical protein, full insert sequence.	0	0.96	6.73	0	0.96	0	0	Npas2-2068	0	burg	1	22.5536723164	2.2018626257	8.7258136182	1.4416666667	0.4316520037	0.3053524489	1.6672833011	0.0786619122	0.0079193816	0.1185956416
2069	chr11	115138561	115138920	115138685	7	promoter-TSS (uc007mgy.1)	promoter-TSS (NM_007997)	-457	uc007mgy.1	Fdxr	NADPH:adrenodoxin oxidoreductase, mitochondrial	6.73	4.81	9.61	2.88	1.92	0.96	2.88	Npas2-2069	0	burg	1	24.490797546	2.7815448159	5.6696681374	4.485	0.5090008626	0.3998899432	0.6626248173	0.0407252052	0.004933028	0.073873902
2070	chr11	115541261	115541550	115541435	7	intron (uc007mik.1, intron 2 of 5)	intron (NM_008163, intron 2 of 5)	28506	uc007mik.1	Grb2	growth factor receptor-bound protein 2	7.69	3.84	5.77	0.96	1.92	0.96	2.88	Npas2-2070	0	default	1	24	2.0223071721	2.9395550337	3.5233333333	0.3909393654	0.2555925578	0.7163434369	0.1073921131	0.0099245743	0.1486241378
2071	chr11	115949651	115949930	115949760	7	Intergenic	Intergenic	-1512	uc007mjv.1	Wbp2	WW domain-binding protein 2	3.84	0.96	8.65	1.92	0	0	1.92	Npas2-2071	0	burg	1	23.3450292398	2.5753657911	7.6545023382	2.5616666667	0.3846699747	0.247929969	1.1797909132	0.1124569971	0.0103020615	0.1542771471
2072	chr11	116070661	116070940	116070755	7	intron (uc007mkn.2, intron 3 of 3)	intron (NM_027107, intron 3 of 3)	-6516	uc011yhu.1	Cdk3	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310050O10 product:cyclin-dependent kinase 3, full insert sequence.	3.84	5.77	7.69	5.77	5.77	2.88	1.92	Npas2-2072	0	yule-walker	1	24.3414634146	2.0013556412	9.08340954	5.2866666667	0.8322825065	0.7950119524	0.2926482125	0.000324043	0.0002744067	0.0041093409
2073	chr11	118953061	118953310	118953175	7	Intergenic	Intergenic	-5634	uc007mpw.2	Cbx4	E3 SUMO-protein ligase CBX4	3.84	4.81	5.77	4.81	7.69	4.81	1.92	Npas2-2073	0	mle	1	24.6419753086	0.9658406348	13.326543449	5.2883333333	0.3426909229	0.1966222391	0.2287988181	0.1513433468	0.0130528597	0.1954713576
2074	chr11	119808781	119809040	119808935	7	intron (uc007mrj.2, intron 1 of 13)	intron (NM_001037755, intron 1 of 13)	4504	uc007mrj.2	Baiap2	brain-specific angiogenesis inhibitor	7.69	2.88	2.88	0.96	5.77	0.96	0.96	Npas2-2074	1	default	1	24	1.3922768026	22.280389842	3.5233333333	0.1718083173	-0.0122342789	0.6988572256	0.4281430428	0.0311924984	0.4671190961
2075	chr11	120201451	120201860	120201645	7	Intergenic	Intergenic	8143	uc007msi.1	Actg1	actin, cytoplasmic 2	7.69	6.73	14.42	7.69	6.73	2.88	5.77	Npas2-2075	0	mle	1	24.1939393939	3.6608987318	8.2858412438	7.69	0.5964908928	0.5068222023	0.4450305347	0.0168399204	0.0026763745	0.0400796897
2076	chr11	120352751	120353090	120352860	7	promoter-TSS (uc007mtb.2)	promoter-TSS (NM_013770)	-231	uc007mtb.2	Slc25a10	mitochondrial dicarboxylate carrier	7.69	0.96	4.81	4.81	3.84	1.92	0.96	Npas2-2076	0	default	1	24	0.2810055041	15.9607595876	4.005	0.0087434698	-0.2115357592	0.5443897491	0.961252044	0.0643797588	0.9641104826
2077	chr11	120393061	120393300	120393175	7	intron (uc007mtc.2, intron 1 of 13)	intron (NM_008101, intron 1 of 13)	1139	uc007mtc.2	Gcgr	glucagon receptor precursor	1.92	4.81	6.73	7.69	0	0.96	0.96	Npas2-2077	0	mle	1	24.0481927711	3.595170117	8.5079426428	3.685	0.7814905165	0.7329328535	0.7888260158	0.0010656542	0.0004956044	0.0074218572
2078	chr12	33453231	33453750	33453465	7	Intergenic	Intergenic	-51710	uc007nif.2	Nampt	nicotinamide phosphoribosyltransferase	8.65	9.61	10.57	4.81	2.88	0	5.77	Npas2-2078	1	burg	1	25.2658227848	4.1305382876	5.064992327	6.0866666667	0.7395130368	0.681627045	0.6293569621	0.0023498328	0.0008001557	0.0119826249
2079	chr12	33986881	33987140	33987025	7	promoter-TSS (uc007niq.2)	promoter-TSS (NM_001033436)	-370	uc007niq.2	Atxn7l1	ataxin-7-like protein 1 isoform 1	2.88	0.96	6.73	7.69	2.88	1.92	4.81	Npas2-2079	1	burg	1	23.2093023256	2.8271293938	11.2750283108	3.8433333333	0.6694263193	0.5959655014	0.6461131446	0.0068660542	0.0015013795	0.0224837088
2080	chr12	35732471	35732730	35732580	7	intron (uc007njg.2, intron 1 of 25)	intron (NM_001014973, intron 1 of 25)	739	uc007njg.2	Snx13	sorting nexin-13	7.69	0.96	2.88	0.96	3.84	1.92	0.96	Npas2-2080	0	mle	1	24.6419753086	1.6992416533	22.2334013355	3.0416666667	0.2748558973	0.1137127634	0.7615683416	0.235455824	0.018748338	0.2807632326
2081	chr12	40676981	40677161	40677085	7	Intergenic	L1MD2|LINE|L1	87503	uc007nkt.1	Arl4a	ADP-ribosylation factor-like protein 4A	6.73	2.88	0.96	0.96	0.96	0.96	0	Npas2-2081	1	mle	1	25.9220779221	2.1111851109	24.6072866032	2.2416666667	0.563826092	0.4668985568	0.9484719054	0.0239038894	0.0033951903	0.0508442189
2082	chr12	53549281	53549690	53549390	7	Intergenic	Intergenic	-67581	uc007nnk.1	Arhgap5	rho GTPase-activating protein 5	2.88	2.88	8.65	0.96	0.96	0.96	2.88	Npas2-2082	1	mle	1	22.8114285714	2.603210666	7.3498714872	2.8816666667	0.4715879625	0.3541630652	0.9434907446	0.0566731251	0.0061597003	0.0922437696
2083	chr12	56516891	56517220	56517000	7	intron (uc007noq.2, intron 6 of 6)	intron (NM_011968, intron 6 of 6)	17243	uc007noq.2	Psma6	proteasome subunit alpha type-6	1.92	0.96	7.69	3.84	0.96	0.96	0.96	Npas2-2083	1	burg	1	23.2093023256	2.5703412574	9.3645366756	2.7216666667	0.5735967554	0.4788404788	0.8985961898	0.0215869981	0.003162995	0.0473670098
2084	chr12	60207001	60207300	60207110	7	intron (uc007nqc.1, intron 3 of 3)	L2b|LINE|L2	10363	uc007nqc.1	Mia2	melanoma inhibitory activity protein 2	5.77	5.77	7.69	8.65	0.96	0	0	Npas2-2084	0	mle	1	24.0481927711	3.5524312837	7.922760793	4.8066666667	0.6683543216	0.5946552819	0.6732935389	0.0069668192	0.0015087653	0.0225943134
2085	chr12	70858461	70858700	70858595	7	intron (uc007nst.1, intron 4 of 9)	MER53|DNA|hAT	6351	uc011ync.1	Mir681	Mus musculus microRNA 681 (Mir681), microRNA.	1.92	2.88	7.69	0	0	0.96	0.96	Npas2-2085	0	burg	1	22.9425287356	2.6282586302	6.7846434714	2.2416666667	0.5011296379	0.3902695574	1.1786872488	0.0437466362	0.0051631952	0.0773207398
2086	chr12	73861501	73861810	73861700	7	promoter-TSS (uc007nvu.2)	promoter-TSS (NM_008910)	-543	uc007nvu.2	Ppm1a	protein phosphatase 1A	3.84	2.88	7.69	0.96	3.84	0.96	1.92	Npas2-2086	1	default	1	24	1.5128616175	7.1517520759	3.3616666667	0.2304456749	0.0594336026	0.6757262455	0.307664066	0.0235009603	0.3519354941
2087	chr12	74509501	74509721	74509635	7	intron (uc007nwl.1, intron 1 of 3)	Intergenic	933	uc007nwl.1	AK085818	Mus musculus 16 days neonate heart cDNA, RIKEN full-length enriched library, clone:D830013O20 product:hypothetical protein, full insert sequence.	2.88	4.81	8.65	3.84	2.88	0.96	0	Npas2-2087	0	mle	1	24.0481927711	2.9047636582	7.9308137106	4.0033333333	0.7748980651	0.7248754129	0.5951001898	0.0012181661	0.0005409993	0.0081016627
2088	chr12	74974851	74975200	74975085	7	Intergenic	Intergenic	-33829	uc007nwq.2	Hif1a	hypoxia-inducible factor 1-alpha	1.92	0	8.65	3.84	1.92	0	0	Npas2-2088	1	burg	1	23.3450292398	3.0410862148	9.8894598053	2.7216666667	0.5471853966	0.4465599292	1.0868081629	0.0282905839	0.0038089348	0.0570401951
2089	chr12	74984781	74985050	74984945	7	Intergenic	Intergenic	-23939	uc007nwq.2	Hif1a	hypoxia-inducible factor 1-alpha	3.84	1.92	7.69	2.88	2.88	0	0	Npas2-2089	1	default	1	24	2.1111416943	8.4642026586	3.2016666667	0.4300416311	0.3033842158	0.7286333221	0.0796698698	0.0079750254	0.1194289286
2090	chr12	78602921	78603180	78603080	7	Intergenic	Intergenic	263042	uc007nzb.1	Fut8	alpha-(1,6)-fucosyltransferase	4.81	8.65	7.69	5.77	3.84	1.92	1.92	Npas2-2090	0	mle	1	24.0481927711	2.770216866	6.9447774252	5.4466666667	0.8370269336	0.8008106966	0.41612877	0.0002847877	0.0002608676	0.0039065874
2091	chr12	79307251	79307521	79307390	7	Intergenic	Intergenic	-20256	uc007nzc.2	Gphn	gephyrin isoform 2	0.96	2.88	9.61	1.92	0.96	0	3.84	Npas2-2091	0	burg	1	22.6818181818	3.5497489646	8.5292378835	2.7216666667	0.6361535891	0.5552988311	1.1785339378	0.0105713738	0.0019607898	0.0293635453
2092	chr12	80742931	80743111	80743045	7	intron (uc007oai.1, intron 7 of 10)	intron (NM_009014, intron 7 of 10)	282699	uc007oak.1	AK020496	Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430078K24 product:unclassifiable, full insert sequence.	0.96	1.92	6.73	0.96	0.96	0	1.92	Npas2-2092	0	burg	1	22.8114285714	2.3130679568	8.3487679885	1.9216666667	0.5627458889	0.4655783087	1.1555769306	0.0241714418	0.0034270173	0.05132084
2093	chr12	81319211	81319601	81319395	7	intron (uc007oap.2, intron 1 of 20)	intron (NM_134156, intron 1 of 20)	41952	uc007oap.2	Actn1	alpha-actinin-1	8.65	4.81	12.5	4.81	3.84	2.88	5.77	Npas2-2093	0	burg	1	24.1939393939	2.6140357007	6.5196993629	6.2483333333	0.3383470308	0.1913130377	0.5313428293	0.1558964393	0.013365124	0.2001476308
2094	chr12	82032471	82032790	82032575	7	Intergenic	Intergenic	-7196	uc007obk.2	1700052I22Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700052I22 product:unclassifiable, full insert sequence.	1.92	0	8.65	2.88	0.96	1.92	1.92	Npas2-2094	0	burg	1	22.4269662921	2.3027985227	9.6755724393	2.7216666667	0.3558512533	0.2127070874	1.0279771519	0.1381776326	0.0121499918	0.1819505803
2095	chr12	82287691	82287931	82287880	7	TTS (uc007obu.2)	TTS (NM_001146217)	20673	uc011yok.1	Mir3067	Mus musculus microRNA 3067 (Mir3067), microRNA.	7.69	4.81	4.81	4.81	4.81	3.84	0	Npas2-2095	1	burg	1	27.9160839161	0.8055091512	25.7484311087	5.1283333333	0.2635978085	0.0999528771	0.2338218862	0.2523584348	0.0198371886	0.2970691701
2096	chr12	82290581	82290941	82290785	7	Intergenic	Intergenic	23623	uc011yok.1	Mir3067	Mus musculus microRNA 3067 (Mir3067), microRNA.	4.81	3.84	8.65	3.84	5.77	0.96	4.81	Npas2-2096	1	burg	1	24.7950310559	2.0546454113	8.4812711652	4.645	0.3938721147	0.2591770291	0.4987943742	0.1050846278	0.0097688136	0.1462915645
2097	chr12	84430041	84430270	84430155	7	intron (uc007odd.1, intron 4 of 8)	intron (NM_058212, intron 4 of 8)	398503	uc007odd.1	Dpf3	zinc finger protein DPF3	3.84	3.84	6.73	5.77	0.96	0.96	0	Npas2-2097	0	burg	1	23.9041916168	2.5549563709	8.0778840999	3.6833333333	0.7406711963	0.6830425732	0.5918980985	0.0023031828	0.00079067	0.0118405725
2098	chr12	88245421	88245641	88245520	7	Intergenic	Intergenic	-19767	uc007oia.2	6430527G18Rik	enhanced at puberty protein 1	0.96	7.69	1.92	4.81	0	0.96	4.81	Npas2-2098	1	mle	1	22.6818181818	2.2928931643	7.1565254136	2.7233333333	0.3673895924	0.2268095018	0.9864616936	0.1273835936	0.0113528315	0.1700128121
2099	chr12	100612531	100612920	100612685	7	intron (uc007ort.1, intron 2 of 5)	intron (NM_183186, intron 2 of 5)	28117	uc007orw.1	3300002A11Rik	SubName: Full=Putative uncharacterized protein;	4.81	6.73	8.65	2.88	1.92	3.84	1.92	Npas2-2099	0	burg	1	22.9425287356	2.6479120189	5.9375216588	4.805	0.688824431	0.6196743046	0.4764744107	0.0052302773	0.0013151512	0.019694872
2100	chr12	100669831	100670120	100669955	7	intron (uc007ort.1, intron 1 of 5)	MTE2a|LTR|MaLR	18309	uc007ort.1	Foxn3	forkhead box protein N3	8.65	2.88	6.73	1.92	1.92	4.81	2.88	Npas2-2100	1	mle	1	25.9220779221	2.0115443936	25.0523021538	4.485	0.3351308566	0.187382158	0.5627934365	0.1593355927	0.0135860878	0.2034566438
2101	chr12	102340941	102341160	102341050	7	Intergenic	B3|SINE|B2	3680	uc011yqg.1	AB349192	AB349192	0.96	2.88	6.73	0.96	0	0.96	0.96	Npas2-2101	0	burg	1	22.4269662921	2.4902345144	7.6802264869	2.0816666667	0.6180440729	0.533164978	1.0804568812	0.0131540546	0.0022864983	0.03424115
