ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per1_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
3320	chr7	135666831	135667070	135666935	8	promoter-TSS (uc009jzb.2)	promoter-TSS (NM_013863)	-147	uc009jzb.2	Bag3	BAG family molecular chaperone regulator 3	1.01	1.01	1.01	8.06	2.02	9.07	0	2.02	3320-Per1_n3R16	0	mle	1	25.9220779221	2.2339943208	16.2152689995	3.6966666667	0.2537346319	0.0878978834	0.9395389136	0.2679290445	0.0349289697	0.3263544094
3321	chr19	41090801	41091110	41090955	8	Intergenic	Intergenic	-2650	uc008hlm.1	AK082813	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:C330026H20 product:unclassifiable, full insert sequence.	1.01	1.01	2.02	10.08	3.02	5.04	0	15.12	3321-Per1_n3R16	0	burg	1	23.6213017751	2.8310052726	13.601896203	3.6966666667	0.4260807647	0.2985431568	0.8572699409	0.0821918041	0.0175898231	0.1643482872
3322	chr3	37317881	37318161	37318050	7	intron (uc008par.1, intron 1 of 4)	intron (NM_153561, intron 1 of 4)	491	uc008par.1	Nudt6	nucleoside diphosphate-linked moiety X motif 6	2.02	0	1.01	10.08	6.05	3.02	0	5.04	3322-Per1_n3R16	0	burg	1	22.8114285714	3.8712770734	14.6457088979	3.6966666667	0.648792491	0.5707463779	0.9268656117	0.0090164809	0.0071040716	0.066375994
3323	chr11	90225201	90225510	90225400	7	intron (uc007kws.1, intron 2 of 3)	intron (NM_172563, intron 2 of 3)	26876	uc007kws.1	Hlf	hepatic leukemia factor	1.01	1.01	2.02	10.08	5.04	3.02	0	12.09	3323-Per1_n3R16	0	burg	1	23.0751445087	3.5517730427	13.6723236884	3.6966666667	0.6569767439	0.5807493536	0.8572699409	0.0081087898	0.0068393392	0.0639025009
3324	chr13	64415471	64415650	64415560	7	Intergenic	RSINE1|SINE|B4	-1542	uc007qyt.1	1110018J18Rik	hypothetical protein LOC66129	1.01	1.01	2.02	5.04	6.05	7.05	0	17.13	3324-Per1_n3R16	1	mle	1	27.156462585	2.463167036	15.7233402657	3.6966666667	0.7239540386	0.6626104916	0.6611021899	0.0030508179	0.0056524576	0.052813023
3325	chr16	35490871	35491250	35490980	7	promoter-TSS (uc007zbl.1)	promoter-TSS (NM_028295)	-101	uc007zbl.1	Pdia5	protein disulfide-isomerase A5 precursor	1.01	2.02	1.01	6.05	1.01	11.08	0	7.05	3325-Per1_n3R16	0	mle	1	26.2631578947	2.3224040649	18.5030004442	3.6966666667	0.2162411792	0.0420725523	1.0152838785	0.3340573159	0.0410564026	0.3836053038
3326	chr18	21531151	21531370	21531260	7	Intergenic	Intergenic	-72620	uc008efg.1	Fam59a	hypothetical protein LOC381126	2.02	2.02	1.01	5.04	5.04	7.05	0	9.07	3326-Per1_n3R16	1	burg	1	26.2631578947	2.1306371817	17.229229335	3.6966666667	0.6367536441	0.5560322316	0.5811806002	0.0104931456	0.00768349	0.071789717
3327	chr11	83698731	83698950	83698840	11	intron (uc007kpx.1, intron 5 of 8)	intron (NM_009330, intron 5 of 8)	34469	uc007kpx.1	Hnf1b	hepatocyte nuclear factor 1-beta	1.01	2.02	1.01	11.08	5.04	2.02	1.01	9.07	3327-Per1_n3R16	1	mle	1	22.6818181818	3.7078476846	13.6426305811	3.6966666667	0.5504040597	0.4504938507	0.9651508372	0.0273968552	0.0111557242	0.104232098
3328	chr13	37824151	37824451	37824325	7	Intergenic	Intergenic	-14784	uc007qcv.1	BC048601	Mus musculus, clone IMAGE:6741119, mRNA.	1.01	4.03	2.02	11.08	2.02	2.02	1.01	17.13	3328-Per1_n3R16	1	burg	1	23.3450292398	3.0145628014	11.514177741	3.6966666667	0.3988428278	0.2652523451	0.9258044169	0.1012619177	0.0196448909	0.1835495533
3329	chr14	75530871	75531070	75530970	10	promoter-TSS (uc007uql.2)	promoter-TSS (NM_027581)	-280	uc007uql.2	Lrrc63	leucine-rich repeat-containing protein 63	2.02	1.01	0	10.08	5.04	4.03	1.01	0	3329-Per1_n3R16	0	burg	1	23.3450292398	3.2319250017	14.810317318	3.6966666667	0.4872709088	0.3733311108	0.8996188481	0.0494875343	0.0141150012	0.131881728
3330	chr2	121239121	121239350	121239235	9	promoter-TSS (uc008lzb.1)	promoter-TSS (NM_007952)	293	uc012ccq.1	Catsper2	cation channel sperm-associated protein 2	4.03	2.02	1.01	10.08	3.02	2.02	1.01	1.01	3330-Per1_n3R16	0	burg	1	21.9340659341	2.32396247	14.2329095572	3.6966666667	0.2910490593	0.1335044059	0.8127173133	0.2127026124	0.0296877525	0.2773837599
3331	chr4	151699691	151699941	151699850	9	promoter-TSS (uc008wah.1)	promoter-TSS (NM_009079)	-171	uc008wah.1	Rpl22	60S ribosomal protein L22	3.02	2.02	1.01	5.04	1.01	10.08	1.01	7.05	3331-Per1_n3R16	1	mle	1	26.2631578947	2.4543688758	19.8776637889	3.6966666667	0.3050105749	0.1505684804	0.8572699409	0.1944920635	0.0281152533	0.2626913125
3332	chr7	126892421	126892700	126892530	9	Intergenic	Intergenic	-11877	uc009jls.1	Acsm3	acyl-coenzyme A synthetase ACSM3, mitochondrial	1.01	1.01	0	8.06	2.02	10.08	1.01	12.09	3332-Per1_n3R16	0	mle	1	25.5897435897	2.6346459528	17.1185466621	3.6966666667	0.2749998296	0.1138886806	1.0517541044	0.235245589	0.0317916698	0.2970414452
3333	chr17	46811181	46811420	46811275	9	promoter-TSS (uc008ctu.1)	promoter-TSS (NM_144857)	-96	uc008ctu.1	Rrp36	ribosomal RNA processing protein 36 homolog	0	2.02	0	6.05	10.08	4.03	1.01	2.02	3333-Per1_n3R16	1	default	1	24	3.708187283	15.3968340399	3.6966666667	0.6096633667	0.5229218927	0.9661688167	0.0145036364	0.0085679845	0.0800538792
3334	chr1	51816521	51816920	51816665	8	intron (uc007axs.2, intron 27 of 30)	intron (NM_010863, intron 26 of 29)	156098	uc007axs.2	Myo1b	myosin-Ib isoform 1	3.02	2.02	0	10.08	2.02	5.04	1.01	20.15	3334-Per1_n3R16	1	yule-walker	1	21.8142076503	1.9824672363	15.4200291702	3.6966666667	0.1799724272	-0.0022559223	0.8716620026	0.4094756203	0.048026109	0.448725874
3335	chr12	111468621	111468910	111468705	7	Intergenic	MIRb|SINE|MIR	47513	uc007pbh.1	Dio3os	Mus musculus clone 21 Dio3as (D3AS) mRNA, partial sequence.	1.01	0	0	10.08	6.05	5.04	1.01	7.05	3335-Per1_n3R16	0	burg	1	23.9041916168	3.8859553834	14.8687469462	3.6966666667	0.6060345367	0.518486656	1.0039345111	0.0151203443	0.0087358263	0.0816220874
3336	chr1	169676911	169677110	169677010	9	intron (uc007dlc.1, intron 2 of 7)	intron (NM_033652, intron 2 of 7)	57321	uc007dlc.1	Lmx1a	LIM homeobox transcription factor 1-alpha	2.02	2.02	1.01	9.07	3.02	5.04	1.01	4.03	3336-Per1_n3R16	1	yule-walker	1	23.3450292398	2.053014664	14.532064869	3.6966666667	0.2976466253	0.1415680976	0.732353276	0.2039391151	0.0289431973	0.2704271025
3337	chr2	24190981	24191251	24191155	8	Intergenic	Intergenic	-9775	uc008iox.2	Il1rn	interleukin-1 receptor antagonist protein	3.02	1.01	1.01	6.05	2.02	9.07	1.01	6.05	3337-Per1_n3R16	1	burg	1	26.2631578947	2.2979255981	18.5433602664	3.6966666667	0.3370111546	0.1896803001	0.7972618994	0.157317848	0.0248081977	0.2317922568
3338	chr6	141909091	141909350	141909245	8	Intergenic	Intergenic	-13737	uc009eot.2	Slco1a1	solute carrier organic anion transporter family	1.01	1.01	2.02	9.07	6.05	3.02	1.01	12.09	3338-Per1_n3R16	0	burg	1	23.2093023256	3.4779372097	13.9428180286	3.6966666667	0.7377874003	0.6795179337	0.7972618994	0.0024207002	0.0055369037	0.0517333589
3339	chr10	95106711	95106990	95106805	8	Intergenic	Intergenic	78284	uc007gwq.1	AK002250	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610006I13 product:unclassifiable, full insert sequence.	2.02	3.02	1.01	5.04	2.02	9.07	1.01	13.1	3339-Per1_n3R16	0	burg	1	27.7222222222	1.9398116785	18.7890899239	3.6966666667	0.2767778957	0.1160618726	0.732353276	0.2326604752	0.0315966503	0.2952193049
3340	chr2	165947541	165947820	165947645	7	intron (uc008nyl.1, intron 2 of 20)	L2|LINE|L2	33476	uc008nyl.1	Sulf2	extracellular sulfatase Sulf-2 precursor	2.02	2.02	1.01	8.06	7.05	2.02	1.01	10.08	3340-Per1_n3R16	0	burg	1	22.5536723164	3.097022899	14.7350145974	3.6966666667	0.6228674455	0.5390602111	0.7484926146	0.0124229032	0.0081082645	0.0757585436
3341	chr13	8885021	8885270	8885115	7	exon (uc007pkn.2, exon 1 of 5)	exon (NM_145360, exon 1 of 5)	293	uc007pkn.2	Idi1	isopentenyl-diphosphate Delta-isomerase 1	1.01	1.01	1.01	5.04	6.05	8.06	1.01	2.02	3341-Per1_n3R16	1	burg	1	27.3424657534	2.8400673813	16.4948910603	3.6966666667	0.6951340384	0.6273860469	0.7654154074	0.0047696907	0.0059831385	0.0559026977
3342	chr1	180942541	180942790	180942635	12	intron (uc007dvj.1, intron 10 of 11)	intron (NM_027188, intron 10 of 11)	75424	uc007dvi.1	BC023483	Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930407C20 product:unclassifiable, full insert sequence.	1.01	2.02	0	14.11	3.02	2.02	2.02	1.01	3342-Per1_n3R16	0	burg	1	22.6818181818	4.1741471243	13.3046632088	3.6966666667	0.3921651656	0.2570907579	1.2850663569	0.1064229111	0.0202671548	0.1893635967
3343	chr4	90811451	90811700	90811590	11	Intergenic	Intergenic	227171	uc008ton.1	Elavl2	ELAV-like protein 2 isoform 2	2.02	2.02	0	12.09	2.02	4.03	2.02	10.08	3343-Per1_n3R16	0	burg	1	22.9425287356	2.7782176951	13.8121125255	3.6966666667	0.25125269	0.0848643988	1.0630552993	0.2719623206	0.0352793008	0.3296276836
3344	chr6	117829601	117829820	117829710	10	Intergenic	CpG	16615	uc009dld.1	Zfp239	zinc finger protein 239	3.02	1.01	2.02	2.02	4.03	10.08	2.02	1.01	3344-Per1_n3R16	0	burg	1	25.2658227848	3.1651246344	19.7795599488	3.6966666667	0.616291783	0.5310232903	0.8127173133	0.0134278026	0.0083497441	0.0780147779
3345	chr10	95280611	95280850	95280735	9	Intergenic	Intergenic	72017	uc007gws.1	AK169506	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630086B13 product:unclassifiable, full insert sequence.	1.01	6.05	0	10.08	3.02	2.02	2.02	15.12	3345-Per1_n3R16	0	mle	1	24.0481927711	2.1721400986	11.3255786796	3.6966666667	0.2009427703	0.0233744971	0.9268656117	0.3644185566	0.0438358554	0.4095747691
3346	chr7	35928971	35929280	35929085	8	Intergenic	Intergenic	24813	uc009gjl.1	Cebpa	CCAAT/enhancer-binding protein alpha	2.02	3.02	2.02	3.02	10.08	2.02	2.02	12.09	3346-Per1_n3R16	1	yule-walker	1	21.8142076503	2.3832788063	16.3861731458	3.6966666667	0.3217776791	0.1710616078	0.7816584973	0.1742506289	0.0263039749	0.2457678619
3347	chr19	47520701	47520970	47520855	8	intron (uc008huz.2, intron 1 of 14)	intron (NM_008018, intron 1 of 14)	18066	uc008huz.2	Sh3pxd2a	SH3 and PX domain-containing protein 2A isoform	5.04	1.01	0	10.08	2.02	4.03	2.02	11.08	3347-Per1_n3R16	0	burg	1	22.1777777778	2.0783110234	15.8208632073	3.6966666667	0.1813872244	-0.0005267257	0.8996188481	0.4063060897	0.0477218002	0.4458826027
3348	chr1	142079921	142080210	142080050	7	promoter-TSS (uc007cws.1)	promoter-TSS (NM_009888)	-77	uc007cws.1	Cfh	complement factor H	1.01	2.02	4.03	10.08	0	5.04	2.02	21.16	3348-Per1_n3R16	0	burg	1	22.5536723164	2.4046886659	11.7211380601	3.6966666667	0.2804459463	0.1205450455	0.8996188481	0.227397355	0.0310703498	0.2903018826
3349	chr19	32351391	32351610	32351500	9	Intergenic	intron (NM_001168525, intron 2 of 9)	-65997	uc008hfc.2	Sgms1	phosphatidylcholine:ceramide	2.02	0	2.02	9.07	2.02	7.05	2.02	7.05	3349-Per1_n3R16	1	default	1	24	2.2291817759	14.989052135	3.6966666667	0.2610894881	0.0968871521	0.8710979422	0.2562496627	0.0337367612	0.3152151601
3350	chr11	78798471	78798660	78798565	8	promoter-TSS (uc007kkd.2)	promoter-TSS (NM_001159301)	-139	uc007kkd.2	Lgals9	galectin-9 isoform 1	2.02	1.01	0	9.07	5.04	5.04	2.02	7.05	3350-Per1_n3R16	0	burg	1	23.9041916168	2.9230569009	15.2637293436	3.6966666667	0.4947449335	0.3824660298	0.8277354416	0.0463231461	0.0136341175	0.1273886517
3351	chr15	59381461	59381661	59381560	8	intron (uc007vxv.2, intron 4 of 6)	intron (NM_026746, intron 4 of 6)	-98648	uc007vxx.1	Trib1	tribbles homolog 1	3.02	2.02	2.02	6.05	1.01	8.06	2.02	5.04	3351-Per1_n3R16	1	mle	1	27.7222222222	1.3634913889	18.4685079983	3.6966666667	0.154631751	-0.0332278599	0.6796609453	0.4695768682	0.0536228572	0.5010183828
3352	chr7	52075251	52075491	52075410	7	intron (uc009gqw.2, intron 1 of 1)	intron (NM_001171024, intron 1 of 8)	3631	uc009gqw.2	Nup62	nuclear pore glycoprotein p62	5.04	0	2.02	5.04	2.02	8.06	2.02	7.05	3352-Per1_n3R16	1	yule-walker	1	25.2658227848	2.2635228175	19.5134842587	3.6966666667	0.3764241688	0.2378517618	0.7151632161	0.1193992873	0.0212740054	0.1987709781
3353	chr4	75990061	75990320	75990205	9	intron (uc008tjm.1, intron 1 of 30)	intron (NM_011211, intron 1 of 30)	250019	uc008tjm.1	Ptprd	receptor-type tyrosine-protein phosphatase delta	2.02	2.02	2.02	11.08	2.02	3.02	3.02	22.17	3353-Per1_n3R16	0	burg	1	22.4269662921	2.7989215236	13.012527596	3.6966666667	0.3646979772	0.2235197499	0.8986625581	0.1298407668	0.0222660819	0.2080403195
3354	chr4	141555741	141555970	141555855	7	intron (uc012dog.1, intron 2 of 31)	intron (NM_177868, intron 2 of 31)	11711	uc012dog.1	Fhad1	forkhead-associated domain-containing protein 1	1.01	2.02	0	7.05	6.05	6.05	2.02	6.05	3354-Per1_n3R16	0	burg	1	24.0481927711	2.7347604426	15.9915005137	3.6966666667	0.5746092731	0.4800780004	0.7491489945	0.021357287	0.0101294561	0.0946432917
3355	chr5	100857201	100857390	100857295	7	intron (uc008yhm.2, intron 2 of 2)	ID_B1|SINE|B4	1259	uc008yhm.2	5430416N02Rik	Mus musculus 6 days neonate head cDNA, RIKEN full-length enriched library, clone:5430416N02 product:unclassifiable, full insert sequence.	2.02	2.02	0	5.04	6.05	7.05	2.02	7.05	3355-Per1_n3R16	0	default	1	24	2.6944296437	17.7053088413	3.6966666667	0.6886912474	0.6195115246	0.6796609453	0.0052403584	0.0060695847	0.0567103964
3356	chr9	61236861	61237150	61237035	8	intron (uc009pzo.1, intron 4 of 19)	intron (NM_009389, intron 4 of 19)	16832	uc009pzo.1	Tle3	transducin-like enhancer protein 3 isoform 1	0	2.02	0	10.08	4.03	6.05	3.02	5.04	3356-Per1_n3R16	0	burg	1	24.0481927711	2.9467497287	14.4336510442	3.6966666667	0.3780382575	0.239824537	0.9661688167	0.1180148129	0.0211841109	0.1979310607
3357	chr11	69231531	69231880	69231745	7	Intergenic	CpG	-4530	uc007jqe.1	Kdm6b	lysine-specific demethylase 6B	0	2.02	1.01	10.08	4.03	5.04	3.02	4.03	3357-Per1_n3R16	0	burg	1	23.6213017751	3.0263196346	13.8008657573	3.6966666667	0.4497618815	0.3274867441	0.8996188481	0.0679951648	0.016139939	0.1508014784
3358	chr16	31043061	31043441	31043320	7	intron (uc007yxa.2, intron 2 of 3)	B3A|SINE|B2	38267	uc007yxa.2	AI480653	hypothetical protein LOC268880	2.02	0	0	10.08	6.05	4.03	3.02	8.06	3358-Per1_n3R16	0	burg	1	23.2093023256	3.831423834	15.0731375646	3.6966666667	0.5967300189	0.5071144675	0.9661688167	0.0167950587	0.0090756077	0.0847967928
3359	chr9	43071441	43071720	43071525	8	intron (uc009pbg.1, intron 6 of 7)	RSINE1|SINE|B4	19898	uc009pbg.1	AK143856	Mus musculus 6 days neonate spleen cDNA, RIKEN full-length enriched library, clone:F430208H19 product:unclassifiable, full insert sequence.	3.02	2.02	0	9.07	2.02	6.05	3.02	7.05	3359-Per1_n3R16	1	default	1	24	1.6779254079	16	3.6966666667	0.1621001299	-0.0240998413	0.8127173133	0.4511952865	0.051892668	0.4848525792
3360	chr12	74880831	74881140	74880900	8	Intergenic	Intergenic	-127869	uc007nwq.2	Hif1a	hypoxia-inducible factor 1-alpha	4.03	1.01	4.03	9.07	2.02	2.02	3.02	17.13	3360-Per1_n3R16	0	burg	1	22.9425287356	2.2634093344	12.2258073162	3.6966666667	0.3766395593	0.2381150169	0.7151632161	0.1192138107	0.0212485604	0.1985332359
3361	chr12	113349641	113349811	113349695	8	intron (uc007pek.1, intron 1 of 14)	MIRc|SINE|MIR	2277	uc011yvc.1	Mir3073	Mus musculus microRNA 3073 (Mir3073), microRNA.	2.02	0	3.02	9.07	2.02	6.05	3.02	2.02	3361-Per1_n3R16	1	default	1	24	2.2281951852	13.907544498	3.6966666667	0.2948384953	0.1381359387	0.8127173133	0.2076341006	0.0292591347	0.2733790238
3362	chr14	48022531	48022890	48022635	7	intron (uc007tid.1, intron 10 of 18)	intron (NM_001145949, intron 10 of 16)	15372	uc007tid.1	Dlgap5	disks large-associated protein 5 isoform 1	5.04	2.02	2.02	9.07	1.01	3.02	3.02	7.05	3362-Per1_n3R16	0	yule-walker	1	21.8142076503	1.2719978901	13.7011898913	3.6966666667	0.1103989767	-0.0872901395	0.732353276	0.590715997	0.0652710376	0.6098516828
3363	chr17	34880911	34881160	34881055	7	promoter-TSS (uc008cdk.2)	promoter-TSS (NM_009780)	-193	uc008cdk.2	C4b	complement C4-B precursor	2.02	2.02	0	9.07	4.03	5.04	3.02	2.02	3363-Per1_n3R16	1	yule-walker	1	22.0552486188	2.4438497399	15.6526839459	3.6966666667	0.353958712	0.2103939813	0.78150089	0.1400139263	0.0231804971	0.2165840423
3364	chr1	74947531	74947710	74947620	8	promoter-TSS (uc011wne.1)	promoter-TSS (NR_029876)	-325	uc011wne.1	Mir375	Mus musculus microRNA 375 (Mir375), microRNA.	0	2.02	1.01	6.05	5.04	8.06	3.02	0	3364-Per1_n3R16	0	default	1	24	2.4462534039	16.4518064921	3.6966666667	0.4518762953	0.3300710276	0.78150089	0.0668272561	0.015973492	0.1492463017
3365	chr9	21511041	21511270	21511155	8	Intergenic	Intergenic	-16883	uc009omi.1	Ldlr	low-density lipoprotein receptor	5.04	2.02	1.01	5.04	1.01	8.06	3.02	7.05	3365-Per1_n3R16	0	burg	1	25.2658227848	2.22125662	20.8355683619	3.6966666667	0.3590140407	0.2165727164	0.6975496617	0.1351507077	0.0227075076	0.2121647243
3366	chr15	56110211	56110440	56110325	8	Intergenic	Intergenic	-371821	uc007vsk.1	Sntb1	beta-1-syntrophin	2.02	2.02	2.02	8.06	1.01	7.05	3.02	3.02	3366-Per1_n3R16	0	mle	1	25.9220779221	1.1790680422	14.7547606944	3.6966666667	0.1038882655	-0.0952476755	0.7484926146	0.6104213848	0.0672395155	0.628243907
3367	chr12	33970921	33971110	33971015	10	Intergenic	Intergenic	-16365	uc007niq.2	Atxn7l1	ataxin-7-like protein 1 isoform 1	4.03	3.02	0	10.08	1.01	4.03	0	3.02	3367-Per1_n3R16	0	burg	1	22.5536723164	1.2739308331	14.5550107566	3.695	0.075268024	-0.1302279707	0.8721490748	0.7031879801	0.0765437408	0.7151767587
3368	chr8	124516881	124517120	124516995	7	intron (uc009nsg.2, intron 6 of 13)	intron (NM_016812, intron 6 of 13)	42567	uc009nsg.2	Banp	protein BANP isoform 2	2.02	3.02	4.03	8.06	4.03	1.01	1.01	8.06	3368-Per1_n3R16	1	mle	1	23.3450292398	2.7143167863	11.550605451	3.695	0.7614787974	0.7084740857	0.6026149663	0.0015807801	0.0053091653	0.0496055148
3369	chr4	47000671	47000970	47000855	9	intron (uc008sug.1, intron 1 of 18)	intron (NM_001081141, intron 1 of 18)	3766	uc008sug.1	Gabbr2	gamma-aminobutyric acid type B receptor subunit	4.03	3.02	0	10.08	1.01	4.03	2.02	14.11	3369-Per1_n3R16	0	burg	1	22.5536723164	1.2739308331	14.5550107566	3.695	0.075268024	-0.1302279707	0.8721490748	0.7031879801	0.0765437408	0.7151767587
3370	chr15	31474971	31475220	31475110	7	Intergenic	Intergenic	-14303	uc007vkh.1	March6	E3 ubiquitin-protein ligase MARCH6	5.04	4.03	0	8.06	4.03	1.01	2.02	14.11	3370-Per1_n3R16	0	yule-walker	1	21.5783783784	1.4176225382	15.3400176144	3.695	0.1354820318	-0.0566330723	0.7156002431	0.5193774724	0.0583070291	0.5447843506
3371	chr8	118280031	118280240	118280135	9	Intergenic	Intergenic	-49341	uc009nof.1	Maf	transcription factor Maf	2.02	3.02	3.02	9.07	1.01	4.03	3.02	14.11	3371-Per1_n3R16	0	burg	1	22.4269662921	1.8016524513	11.8736640269	3.695	0.2584732461	0.093689523	0.6981582542	0.2603578709	0.0341475427	0.3190532456
3372	chr2	34959101	34959420	34959205	8	Intergenic	Intergenic	-3080	uc008jjq.1	AI182371	hypothetical protein LOC98870	3.02	3.02	2.02	9.07	1.01	4.03	3.02	12.09	3372-Per1_n3R16	0	burg	1	22.8114285714	1.3355669262	12.4197517253	3.695	0.1380078528	-0.0535459577	0.6981582542	0.5125838188	0.0576964731	0.5390796972
3373	chr8	109362951	109363210	109363085	10	intron (uc009ngl.1, intron 17 of 17)	intron (NM_173037, intron 17 of 17)	-31062	uc012gjw.1	Has3	hyaluronan synthase 3	1.01	1.01	1.01	12.09	4.03	3.02	0	6.05	3373-Per1_n3R16	1	mle	1	22.6818181818	3.9078876559	13.7676951437	3.695	0.5057943341	0.3959708528	1.0636117968	0.0419357815	0.0130732813	0.1221485499
3374	chr15	96862501	96862780	96862655	10	intron (uc007xkr.1, intron 1 of 15)	intron (NM_027052, intron 1 of 15)	23747	uc007xkr.1	Slc38a4	sodium-coupled neutral amino acid transporter 4	1.01	0	1.01	13.1	3.02	4.03	0	15.12	3374-Per1_n3R16	1	mle	1	22.5536723164	4.1155116035	13.9372355439	3.695	0.4437198963	0.3201020955	1.1955728596	0.0714201686	0.0165121838	0.1542795007
3375	chr1	108656081	108656370	108656275	9	promoter-TSS (uc007cgy.2)	promoter-TSS (NM_027534)	94	uc007cgy.2	Kdsr	3-ketodihydrosphingosine reductase precursor	3.02	1.01	4.03	3.02	1.01	10.08	0	1.01	3375-Per1_n3R16	0	burg	1	26.7919463087	2.0653502141	20.1084234682	3.695	0.2250909693	0.0528889625	0.8283565377	0.3174155872	0.0395479015	0.3695108149
3376	chr3	78887771	78888031	78887885	9	intron (uc008pnm.1, intron 14 of 23)	RSINE1|SINE|B4	61896	uc008pnm.1	Rapgef2	rap guanine nucleotide exchange factor 2	3.02	3.02	1.01	12.09	1.01	2.02	0	11.08	3376-Per1_n3R16	0	burg	1	22.5536723164	2.5875763947	12.4986539382	3.695	0.2336812706	0.0633882197	1.0400509347	0.3018856577	0.0381286319	0.3562500484
3377	chr3	145913021	145913200	145913085	9	intron (uc008rra.2, intron 2 of 2)	intron (NM_022983, intron 2 of 2)	29185	uc008rra.2	Lpar3	lysophosphatidic acid receptor 3	1.01	3.02	3.02	4.03	2.02	9.07	0	6.05	3377-Per1_n3R16	0	default	1	24	1.0853196269	19.5799754788	3.695	0.1015526368	-0.0981023328	0.6981582542	0.6176136316	0.0680016778	0.6353650736
3378	chr13	44935331	44935640	44935455	9	intron (uc007qgs.1, intron 3 of 18)	intron (NM_001205043, intron 2 of 17)	109213	uc007qgs.1	Jarid2	protein Jumonji	0	1.01	3.02	11.08	1.01	6.05	0	6.05	3378-Per1_n3R16	0	burg	1	23.4823529412	2.9420005138	12.7312740811	3.695	0.3128307141	0.1601264284	1.0400509347	0.1848361138	0.0272897672	0.2549784873
3379	chr15	36937121	36937321	36937210	9	promoter-TSS (uc007vnc.1)	promoter-TSS (NM_026521)	-57	uc007vnc.1	AK144984	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130216K04 product:unclassifiable, full insert sequence.	0	0	0	8.06	4.03	10.08	0	0	3379-Per1_n3R16	0	burg	1	27.9160839161	3.4418659397	15.8584866837	3.695	0.466341741	0.3477510168	1.1097877122	0.059249482	0.0151972931	0.1419939854
3380	chr2	120365631	120365870	120365770	8	intron (uc008lwc.1, intron 3 of 21)	intron (NM_011743, intron 3 of 21)	23817	uc008lwc.1	Zfp106	zinc finger protein 106	3.02	3.02	2.02	9.07	3.02	2.02	0	11.08	3380-Per1_n3R16	0	burg	1	22.3016759777	2.0527145898	13.029951151	3.695	0.3590545839	0.2166222693	0.6617105412	0.1351122438	0.0227075076	0.2121647243
3381	chr2	121274741	121274931	121274810	8	promoter-TSS (uc008lzd.1)	promoter-TSS (NM_011354)	-128	uc008lzd.1	Serf2	small EDRK-rich factor 2	3.02	1.01	0	5.04	4.03	9.07	0	0	3381-Per1_n3R16	0	burg	1	25.106918239	3.0550240657	18.7491620532	3.695	0.6192366618	0.5346225867	0.7977241743	0.0129702416	0.0082788283	0.0773521848
3382	chr3	98798021	98798300	98798115	8	Intergenic	Intergenic	-101007	uc008qqj.2	Hao2	hydroxyacid oxidase 2	3.02	1.01	0	9.07	5.04	4.03	0	6.05	3382-Per1_n3R16	0	burg	1	23.0751445087	2.8764110006	15.4838888473	3.695	0.4782745181	0.3623355221	0.7977241743	0.053516687	0.0145794913	0.1362216327
3383	chr5	151969001	151969240	151969120	8	intron (uc009aun.2, intron 1 of 13)	intron (NM_146258, intron 1 of 13)	23648	uc009aun.2	Stard13	stAR-related lipid transfer protein 13 isoform	3.02	3.02	1.01	9.07	2.02	4.03	0	10.08	3383-Per1_n3R16	0	burg	1	22.8114285714	1.4272158417	13.9001106622	3.695	0.1519441711	-0.0365126797	0.6981582542	0.4763322603	0.0542822576	0.5071794067
