ID	Chr	Start	End	Summit	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Bmal1_CT0/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT4/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT8/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT12/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT16/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT20/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_KO/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_Input/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
5173	chr6	121225051	121225290	121225205	7	Intergenic	Intergenic	-25144	uc009doj.1	Slc6a13	sodium- and chloride-dependent GABA transporter	3.86	10.3	7.73	1.29	1.29	0	0	1.29	5173-Bmal1_n3R1	0	burg	1	23.3450292398	4.3301623538	5.7470192588	4.0783333333	0.7352904519	0.6764661079	0.9189421224	0.0025261738	8.68335779819E-005	0.0061527792
5174	chr7	20334891	20335240	20335005	7	promoter-TSS (uc009fnd.2)	promoter-TSS (NM_008990)	-143	uc009fnd.2	Pvrl2	poliovirus receptor-related protein 2 isoform 1	2.58	10.3	5.15	5.15	1.29	0	2.58	0	5174-Bmal1_n3R1	0	burg	1	24.0481927711	3.6361890542	6.4947772172	4.0783333333	0.6392826942	0.559123293	0.8233859022	0.0101683715	0.0002262631	0.0160323568
5175	chr7	88706181	88706480	88706290	7	intron (uc009icd.1, intron 1 of 12)	B4A|SINE|B4	5537	uc009icd.1	Fsd2	fibronectin type III and SPRY domain-containing	3.86	1.29	11.59	2.58	1.29	3.86	1.29	3.86	5175-Bmal1_n3R1	0	burg	1	22.4269662921	2.4435706549	8.2976524531	4.0783333333	0.2437241749	0.0756628804	0.862939086	0.284486054	0.0041095148	0.2911884769
5176	chr7	144086241	144086470	144086355	7	promoter-TSS (uc009keq.1)	promoter-TSS (NM_008598)	61	uc009keq.1	Mgmt	methylated-DNA--protein-cysteine	6.44	9.01	2.58	3.86	1.29	1.29	1.29	0	5176-Bmal1_n3R1	0	mle	1	25.5897435897	2.5338854249	2.2492511132	4.0783333333	0.5166177802	0.4091995092	0.6916522446	0.0379584109	0.0006641338	0.0470586256
5177	chr7	151767781	151768020	151767860	7	intron (uc009kql.1, intron 1 of 1)	intron (NM_010175, intron 1 of 1)	441	uc009kql.1	Fadd	protein FADD	3.86	10.3	7.73	2.58	0	0	1.29	1.29	5177-Bmal1_n3R1	1	mle	1	23.2093023256	4.6453769324	6.0620684783	4.0783333333	0.818580441	0.7782649834	0.9369121547	0.0004614009	4.36952418527E-005	0.00309612
5178	chr8	129107641	129107850	129107745	7	Intergenic	Intergenic	9591	uc009nyw.2	Irf2bp2	interferon regulatory factor 2 binding protein	3.86	2.58	9.01	2.58	1.29	5.15	0	1.29	5178-Bmal1_n3R1	0	burg	1	22.1777777778	1.6756172195	7.1135990858	4.0783333333	0.212974047	0.0380793907	0.615298358	0.340369583	0.0048907022	0.3465411834
5179	chr9	21031731	21032150	21031835	7	intron (uc009okn.1, intron 2 of 2)	Intergenic	2125	uc009okn.1	AK154190	Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630007O10 product:weakly similar to Kelch-like protein 1 [Mus musculus], full insert sequence.	3.86	1.29	11.59	3.86	1.29	2.58	0	3.86	5179-Bmal1_n3R1	0	burg	1	22.4269662921	2.9396655429	8.9887117896	4.0783333333	0.3631749791	0.2216583078	0.862939086	0.131247347	0.001987879	0.140855429
5180	chr9	44415851	44416160	44416050	7	intron (uc012grx.1, intron 2 of 13)	PB1D7|SINE|Alu	3030	uc012grx.1	Ddx6	probable ATP-dependent RNA helicase DDX6	6.44	3.86	10.3	0	1.29	2.58	0	5.15	5180-Bmal1_n3R1	1	yule-walker	1	22.5536723164	2.842259731	5.5974066578	4.0783333333	0.3429264863	0.1969101499	0.8433943947	0.15109943	0.0022636619	0.1603966127
5181	chr9	121289261	121289600	121289485	7	intron (uc009sdf.1, intron 1 of 15)	RSINE1|SINE|B4	13354	uc009sdf.1	Trak1	trafficking kinesin-binding protein 1	1.29	3.86	10.3	2.58	3.86	2.58	0	1.29	5181-Bmal1_n3R1	1	burg	1	23.0751445087	2.7977208731	8.8532478151	4.0783333333	0.471996238	0.3546620686	0.715354869	0.0564763442	0.0009345967	0.0662228527
5182	chr9	123626611	123626950	123626725	7	promoter-TSS (uc009sgm.1)	promoter-TSS (NM_033322)	-105	uc009sgm.1	Lztfl1	leucine zipper transcription factor-like protein	6.44	6.44	10.3	1.29	0	0	1.29	1.29	5182-Bmal1_n3R1	0	burg	1	24.0481927711	4.1456683417	5.3685313787	4.0783333333	0.661417033	0.5861763737	0.9544085191	0.0076470333	0.0001820164	0.0128971588
5183	chr10	5721511	5721840	5721735	7	intron (uc007egv.1, intron 1 of 8)	intron (NM_007956, intron 1 of 8)	12820	uc007egv.1	Esr1	estrogen receptor	3.86	2.58	10.3	3.86	2.58	1.29	0	1.29	5183-Bmal1_n3R1	1	burg	1	23.3450292398	2.8642804719	8.6409182815	4.0783333333	0.5038378403	0.3935795826	0.715354869	0.0426880559	0.0007358499	0.0521402234
5184	chr10	67919911	67920120	67920015	7	intron (uc007fml.1, intron 5 of 7)	intron (NM_028491, intron 5 of 7)	84608	uc007fml.1	1700040L02Rik	hypothetical protein LOC73287	2.58	9.01	6.44	5.15	0	1.29	0	1.29	5184-Bmal1_n3R1	1	yule-walker	1	23.4823529412	3.7321961438	6.7332393198	4.0783333333	0.7748985109	0.7248759578	0.7603772654	0.0012181553	6.07965212977E-005	0.0043078678
5185	chr10	70801301	70801600	70801415	7	intron (uc007foq.1, intron 1 of 2)	intron (NM_134007, intron 1 of 2)	6147	uc007foq.1	Cisd1	CDGSH iron-sulfur domain-containing protein 1	1.29	10.3	6.44	3.86	1.29	1.29	0	0	5185-Bmal1_n3R1	1	yule-walker	1	22.9425287356	3.8404776627	6.9216752867	4.0783333333	0.6703127628	0.5970489324	0.8233859022	0.0067835903	0.0001666632	0.0118092803
5186	chr10	93056751	93056991	93056905	7	Intergenic	Intergenic	-4468	uc007guw.2	Snrpf	small nuclear ribonucleoprotein F	3.86	5.15	10.3	1.29	2.58	1.29	2.58	1.29	5186-Bmal1_n3R1	1	mle	1	23.2093023256	3.0632785289	6.9425207138	4.0783333333	0.5088179007	0.3996663231	0.7603772654	0.0407935395	0.0007071105	0.0501038273
5187	chr11	4157841	4158030	4157935	7	intron (uc007hut.1, intron 1 of 3)	intron (NM_008501, intron 1 of 3)	364	uc007hut.1	Lif	leukemia inhibitory factor isoform a	2.58	6.44	9.01	3.86	1.29	1.29	0	0	5187-Bmal1_n3R1	0	burg	1	22.6818181818	3.5784563527	7.7763191093	4.0783333333	0.8461987204	0.8120206582	0.6916522446	0.000219442	3.78584502577E-005	0.0026825416
5188	chr11	59623691	59623960	59623805	7	promoter-TSS (uc007jew.1)	promoter-TSS (NM_146018)	209	uc007jez.1	Gm16062	SubName: Full=Putative uncharacterized protein;	7.73	10.3	3.86	1.29	1.29	0	0	2.58	5188-Bmal1_n3R1	1	yule-walker	1	24.95	3.7854386418	2.5230885919	4.0783333333	0.6588264807	0.583010143	0.9189421224	0.0079138701	0.0001866793	0.0132275639
5189	chr11	121301181	121301430	121301300	7	intron (uc007mvx.2, intron 3 of 5)	intron (NM_022014, intron 3 of 5)	5038	uc007mvx.2	Fn3k	fructosamine-3-kinase isoform a	5.15	0	11.59	3.86	1.29	2.58	0	1.29	5189-Bmal1_n3R1	0	burg	1	22.6818181818	2.4937356629	9.0282827861	4.0783333333	0.2314208439	0.0606254758	0.9189421224	0.3059135473	0.0044054068	0.3121545403
5190	chr12	73568371	73568660	73568450	7	intron (uc007nvn.2, intron 13 of 31)	intron (NM_001142729, intron 13 of 15)	25662	uc007nvn.2	Lrrc9	leucine-rich repeat-containing protein 9 isoform	2.58	3.86	10.3	1.29	1.29	5.15	0	2.58	5190-Bmal1_n3R1	0	burg	1	21.6956521739	2.5783774911	7.2706933239	4.0783333333	0.3256433989	0.1757863764	0.7603772654	0.1698256396	0.0025203805	0.1785869623
5191	chr12	113346081	113346231	113346185	7	intron (uc007pek.1, intron 1 of 14)	intron (NM_001081169, intron 1 of 14)	1262	uc007pek.1	Aspg	60 kDa lysophospholipase	6.44	5.15	9.01	2.58	0	1.29	0	0	5191-Bmal1_n3R1	1	yule-walker	1	23.6213017751	3.2075728522	5.6192891668	4.0783333333	0.611184566	0.5247811362	0.7603772654	0.0142510129	0.0002934591	0.0207936768
5192	chr12	113842351	113842520	113842435	7	exon (uc007pes.1, exon 8 of 23)	exon (NM_198411, exon 8 of 23)	15440	uc007pes.1	Inf2	inverted formin-2	9.01	6.44	2.58	3.86	0	2.58	0	0	5192-Bmal1_n3R1	0	burg	1	26.091503268	2.7993874329	0.0135676654	4.0783333333	0.5726209096	0.4776477785	0.715354869	0.0218102034	0.0004171151	0.029555587
5193	chr13	37560521	37560850	37560745	7	Intergenic	Intergenic	-17659	uc007qct.1	AK008767	Mus musculus adult male stomach cDNA, RIKEN full-length enriched library, clone:2210022D18 product:unclassifiable, full insert sequence.	6.44	10.3	5.15	1.29	0	1.29	0	0	5193-Bmal1_n3R1	1	burg	1	23.7619047619	4.1357687841	3.8345641181	4.0783333333	0.7823390669	0.7339699706	0.8819042477	0.0010471579	5.71177058142E-005	0.0040471974
5194	chr13	56546361	56546620	56546470	7	intron (uc007qsn.2, intron 2 of 7)	intron (NM_177809, intron 2 of 7)	6774	uc007qsn.2	Slc25a48	solute carrier family 25 member 48	6.44	3.86	10.3	2.58	1.29	0	0	1.29	5194-Bmal1_n3R1	0	burg	1	24.3414634146	3.1500255983	6.1949515938	4.0783333333	0.4744415769	0.3576508162	0.8433943947	0.0553088342	0.0009174451	0.0650075397
5195	chr13	63341761	63341970	63341865	7	intron (uc007qxi.1, intron 12 of 14)	intron (NM_028079, intron 12 of 14)	-59927	uc007qxn.2	Mir23b	Mus musculus microRNA 23b (Mir23b), microRNA.	6.44	9.01	3.86	2.58	0	2.58	0	0	5195-Bmal1_n3R1	1	burg	1	23.3450292398	3.3295953247	3.6618454151	4.0783333333	0.7480904798	0.6921105864	0.715354869	0.0020211596	7.72324742812E-005	0.0054724725
5196	chr13	104283671	104283851	104283760	7	Intergenic	Intergenic	-159189	uc007rsb.2	Mast4	microtubule-associated serine/threonine-protein	1.29	3.86	9.01	6.44	1.29	2.58	1.29	1.29	5196-Bmal1_n3R1	0	burg	1	23.0751445087	3.4672735754	9.2572817141	4.0783333333	0.7812748456	0.7326692557	0.6916522446	0.0010703955	5.77848495327E-005	0.0040944693
5197	chr14	66483061	66483330	66483220	7	intron (uc007ujq.1, intron 8 of 8)	intron (NM_145944, intron 8 of 8)	27056	uc007ujq.1	Ccdc25	coiled-coil domain-containing protein 25	2.58	10.3	5.15	3.86	1.29	1.29	0	0	5197-Bmal1_n3R1	0	burg	1	23.6213017751	3.3359907652	5.9792816103	4.0783333333	0.6169147831	0.5317847349	0.7603772654	0.013329973	0.0002788365	0.0197575585
5198	chr15	38500651	38500831	38500765	7	Intergenic	Intergenic	-51720	uc007vnt.1	Azin1	antizyme inhibitor 1	2.58	6.44	10.3	3.86	1.29	0	0	0	5198-Bmal1_n3R1	0	burg	1	22.9425287356	4.3157569088	7.8939374219	4.0783333333	0.8405463305	0.8051121818	0.8433943947	0.00025814	0.000038917	0.0027575477
5199	chr15	76525871	76526111	76525995	7	TTS (uc007wlo.1)	TTS (NM_033371)	-1203	uc007wls.1	Gpt	alanine aminotransferase 1	6.44	10.3	5.15	1.29	0	1.29	0	0	5199-Bmal1_n3R1	1	burg	1	23.7619047619	4.1357687841	3.8345641181	4.0783333333	0.7823390669	0.7339699706	0.8819042477	0.0010471579	5.71177058142E-005	0.0040471974
5200	chr15	103070601	103070910	103070760	7	promoter-TSS (uc007xxn.1)	promoter-TSS (NM_001076789)	-108	uc007xxr.1	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	5.15	11.59	3.86	0	1.29	2.58	0	6.44	5200-Bmal1_n3R1	0	burg	1	23.4823529412	4.0884973987	3.3431033792	4.0783333333	0.6423109487	0.5628244929	0.9189421224	0.0097898359	0.0002198787	0.0155799741
5201	chr16	21785231	21785440	21785335	7	intron (uc007yrm.2, intron 1 of 6)	intron (NM_023737, intron 1 of 6)	2572	uc007yrm.2	Ehhadh	peroxisomal bifunctional enzyme	3.86	6.44	9.01	2.58	0	2.58	0	0	5201-Bmal1_n3R1	0	burg	1	22.8114285714	3.4874686584	6.4548826144	4.0783333333	0.7396794921	0.6818304903	0.715354869	0.0023430833	8.31995615752E-005	0.0058952832
5202	chr16	37947401	37947630	37947515	7	5' UTR (uc007zel.1, exon 2 of 10)	5' UTR (NM_153394, exon 2 of 10)	30933	uc007zel.1	Gpr156	probable G-protein coupled receptor 156	3.86	9.01	7.73	2.58	0	1.29	0	0	5202-Bmal1_n3R1	0	mle	1	23.3450292398	4.0413236856	5.8597224636	4.0783333333	0.8346996478	0.7979662362	0.8030399168	0.0003035512	4.08946039298E-005	0.0028976748
5203	chr16	77469691	77469880	77469785	7	Intergenic	intron (NR_015543, intron 3 of 4)	-129396	uc012ahd.1	Mir99a	Mus musculus microRNA 99a (Mir99a), microRNA.	3.86	9.01	3.86	2.58	2.58	2.58	0	2.58	5203-Bmal1_n3R1	1	yule-walker	1	21.9340659341	2.2927185796	5.4144577373	4.0783333333	0.5046651743	0.3945907686	0.5587048168	0.0423686752	0.0007309445	0.051792638
5204	chr17	27053671	27053980	27053865	7	promoter-TSS (uc008ber.1)	promoter-TSS (NM_053173)	-211	uc008ber.1	Kifc5b	kinesin family member C5B	2.58	10.3	11.59	0	0	0	0	3.86	5204-Bmal1_n3R1	0	burg	1	22.9425287356	5.8569583115	6.3967726841	4.0783333333	0.728404268	0.6680496609	1.2148149501	0.002835654	9.30812558799E-005	0.0065954718
5205	chr18	38466271	38466461	38466365	7	intron (uc008ese.2, intron 4 of 8)	RSINE1|SINE|B4	10077	uc008ese.2	Rnf14	E3 ubiquitin-protein ligase RNF14 isoform a	9.01	10.3	1.29	1.29	2.58	0	0	2.58	5205-Bmal1_n3R1	0	burg	1	24.3414634146	3.6431200725	1.6761329239	4.0783333333	0.4943870699	0.382028641	0.9882120454	0.0464709737	0.0007889052	0.0558995679
5206	chr19	46802461	46802870	46802635	7	intron (uc008huc.1, intron 10 of 10)	intron (NM_020577, intron 10 of 10)	20732	uc008huc.1	As3mt	arsenite methyltransferase	3.86	5.15	12.88	1.29	1.29	0	1.29	1.29	5206-Bmal1_n3R1	0	burg	1	23.3450292398	4.4636068812	7.1549060605	4.0783333333	0.5687962016	0.4729731353	1.0539144477	0.0227023911	0.0004314482	0.0305711836
5207	chr17	56647401	56647570	56647450	10	Intergenic	Intergenic	4421	uc008dce.1	Znrf4	zinc and ring finger 4	5.15	9.01	10.3	0	0	0	1.29	0	5207-Bmal1_n3R1	0	burg	1	23.7619047619	4.9677716855	5.3186281221	4.0766666667	0.7318198152	0.6722242186	1.0695937408	0.0026786754	9.0147729057E-005	0.0063876105
5208	chr1	82239891	82240080	82239985	8	intron (uc007brp.2, intron 1 of 1)	intron (NM_010570, intron 1 of 1)	48029	uc007brp.2	Irs1	insulin receptor substrate 1	5.15	5.15	10.3	3.86	0	0	0	0	5208-Bmal1_n3R1	1	default	1	24	3.9569645779	6.7396828366	4.0766666667	0.7075931703	0.6426138748	0.8633165671	0.0039531547	0.0001148616	0.0081387674
5209	chr1	133023131	133023370	133023240	8	Intergenic	Intergenic	11561	uc007cmw.1	Dyrk3	dual specificity	5.15	3.86	11.59	3.86	0	0	0	0	5209-Bmal1_n3R1	0	burg	1	23.6213017751	4.094920351	7.322215068	4.0766666667	0.6003968825	0.5115961897	0.95495651	0.016118696	0.0003248862	0.0230205081
5210	chr1	157653751	157653950	157653850	8	intron (uc007dbp.1, intron 1 of 11)	B1_Mur1|SINE|Alu	6179	uc007dbp.1	Qsox1	sulfhydryl oxidase 1 isoform a	9.01	10.3	3.86	1.29	0	0	0	0	5210-Bmal1_n3R1	1	yule-walker	1	24.7950310559	4.3703432749	2.3868220125	4.0766666667	0.7171691827	0.6543178899	1.0218406923	0.0034030653	0.0001040996	0.0073761997
5211	chr5	111938641	111938820	111938730	8	Intergenic	Intergenic	-71712	uc008ysf.2	C130026L21Rik	SubName: Full=Putative uncharacterized protein;	5.15	3.86	10.3	5.15	0	0	1.29	0	5211-Bmal1_n3R1	0	burg	1	23.9041916168	3.8268038248	7.4528188296	4.0766666667	0.646612072	0.5680814214	0.8633165671	0.0092711305	0.0002104797	0.0149139915
5212	chr10	21405861	21406190	21406030	8	Intergenic	MIRc|SINE|MIR	-4626	uc007eot.1	AK090213	Mus musculus adult male vesicular gland cDNA, RIKEN full-length enriched library, clone:G630019C12 product:hypothetical protein, full insert sequence.	3.86	1.29	15.45	3.86	0	0	1.29	0	5212-Bmal1_n3R1	0	burg	1	22.6818181818	5.1126229571	8.7057688106	4.0766666667	0.483287194	0.368462126	1.3074297253	0.051241462	0.0008574401	0.0607557527
5213	chr12	81891291	81891490	81891390	8	promoter-TSS (uc007obi.1)	promoter-TSS (NM_178682)	-156	uc007obi.1	4933426M11Rik	hypothetical protein LOC217684	0	3.86	10.3	5.15	1.29	3.86	0	1.29	5213-Bmal1_n3R1	0	burg	1	22.9425287356	3.5541040586	9.0713238201	4.0766666667	0.6091584642	0.5223047896	0.8033947505	0.0145882501	0.0002995387	0.0212244597
5214	chr1	153190131	153190360	153190245	7	Intergenic	Intergenic	-1383	uc007cyn.1	Ivns1abp	influenza virus NS1A-binding protein homolog	5.15	9.01	6.44	3.86	0	0	0	0	5214-Bmal1_n3R1	1	default	1	24	3.818680093	5.5274670421	4.0766666667	0.815494477	0.7744932496	0.8033947505	0.0004977854	0.00004456	0.0031573966
5215	chr3	60320321	60320630	60320415	7	intron (uc008pjc.1, intron 1 of 9)	intron (NM_020007, intron 1 of 9)	15301	uc008pjc.1	Mbnl1	muscleblind-like protein 1	3.86	9.01	10.3	1.29	0	0	0	0	5215-Bmal1_n3R1	0	burg	1	23.3450292398	5.0039089643	6.1684897726	4.0766666667	0.7876347885	0.7404425193	1.0218406923	0.0009372926	5.47514449379E-005	0.003879531
5216	chr4	106136251	106136450	106136335	7	exon (uc008tyi.2, exon 1 of 12)	exon (NM_153565, exon 1 of 12)	580	uc008tyi.2	Pcsk9	proprotein convertase subtilisin/kexin type 9	9.01	5.15	9.01	1.29	0	0	0	1.29	5216-Bmal1_n3R1	0	burg	1	26.6133333333	3.4685835733	2.4112625034	4.0766666667	0.5302838714	0.4259025095	0.9544155253	0.0333625799	0.0005939925	0.0420886129
5217	chr5	106187981	106188190	106188085	7	intron (uc008ylh.2, intron 2 of 2)	MTEa|LTR|MaLR	58256	uc008ylh.2	Lrrc8d	leucine-rich repeat-containing protein 8D	3.86	6.44	9.01	5.15	0	0	0	0	5217-Bmal1_n3R1	0	mle	1	23.9041916168	4.113094098	7.138413814	4.0766666667	0.8744362958	0.8465332505	0.8033947505	8.80822775118E-005	0.000034722	0.0024603021
5218	chr5	137462691	137462900	137462795	7	promoter-TSS (uc009abk.2)	promoter-TSS (NM_011962)	-94	uc009abk.2	Plod3	procollagen-lysine,2-oxoglutarate 5-dioxygenase	3.86	5.15	9.01	5.15	0	1.29	0	0	5218-Bmal1_n3R1	0	burg	1	23.6213017751	3.5099759587	7.3989033452	4.0766666667	0.7798517368	0.7309299005	0.7156771057	0.0011020941	5.85038302944E-005	0.0041454143
5219	chr7	116746201	116746410	116746305	7	intron (uc009jdu.1, intron 1 of 19)	intron (NM_029811, intron 1 of 18)	14356	uc009jdu.1	St5	suppression of tumorigenicity 5 protein isoform	5.15	3.86	9.01	3.86	0	2.58	0	0	5219-Bmal1_n3R1	1	mle	1	21.9340659341	2.6836581729	7.6058744715	4.0766666667	0.5028022933	0.392313914	0.6676064598	0.0430904496	0.0007415689	0.052545453
5220	chr9	24317651	24317811	24317715	7	Intergenic	Intergenic	-10147	uc012gpp.1	Dpy19l1	protein dpy-19 homolog 1	7.73	9.01	3.86	3.86	0	0	0	1.29	5220-Bmal1_n3R1	1	burg	1	27.7222222222	3.3052981987	1.2373571302	4.0766666667	0.6475509989	0.5692289986	0.8439177662	0.0091607974	0.000208757	0.0147919273
5221	chr9	57517471	57517900	57517640	7	Intergenic	Intergenic	13777	uc009pvm.1	Cyp1a2	cytochrome P450 1A2	3.86	3.86	3.86	11.59	1.29	0	0	3.86	5221-Bmal1_n3R1	0	burg	1	22.6818181818	3.265749537	10.9682205713	4.0766666667	0.4236002228	0.2955113835	0.9011490255	0.0838025279	0.0013241934	0.0938285639
5222	chr10	25255311	25255500	25255405	7	intron (uc007erv.2, intron 1 of 1)	intron (NM_001195596, intron 1 of 1)	673	uc007erv.2	2010003K15Rik	hypothetical protein LOC75606	6.44	9.01	5.15	3.86	0	0	0	1.29	5222-Bmal1_n3R1	1	mle	1	25.106918239	3.4643810196	4.0595265883	4.0766666667	0.7310747183	0.6713135446	0.8033947505	0.0027123289	9.07711650587E-005	0.0064317854
5223	chr11	81828621	81828811	81828730	7	Intergenic	MIR|SINE|MIR	-20363	uc007kmp.1	Ccl2	C-C motif chemokine 2	3.86	6.44	9.01	3.86	0	1.29	1.29	0	5223-Bmal1_n3R1	0	burg	1	23.0751445087	3.7273465527	6.9940646662	4.0766666667	0.828595207	0.790505253	0.738627616	0.0003573579	4.18974171287E-005	0.0029687313
5224	chr13	112221471	112221730	112221615	7	intron (uc007rvw.2, intron 12 of 12)	B3|SINE|B2	58649	uc007rvw.2	Gpbp1	vasculin isoform 2	5.15	10.3	3.86	1.29	3.86	0	1.29	2.58	5224-Bmal1_n3R1	0	mle	1	24.95	2.7149743056	3.3726211337	4.0766666667	0.4096753342	0.2784920751	0.8033947505	0.0933059168	0.001457905	0.1033029794
5225	chr14	21961901	21962031	21961990	7	intron (uc007sld.1, intron 3 of 10)	RSINE1|SINE|B4	90111	uc007sld.1	Adk	adenosine kinase	7.73	3.86	9.01	3.86	0	0	0	0	5225-Bmal1_n3R1	0	mle	1	25.2658227848	3.0328657869	5.0670854776	4.0766666667	0.4714602113	0.3540069249	0.8439177662	0.0567348081	0.00093795	0.0664604562
5226	chr14	31942171	31942400	31942285	7	promoter-TSS (uc007swr.2)	promoter-TSS (NR_024069)	-169	uc007swr.2	2010107H07Rik	RecName: Full=UPF0640 protein; AltName: Full=Small nucleolar RNA host gene 8;	5.15	9.01	5.15	5.15	0	0	0	0	5226-Bmal1_n3R1	1	default	1	24	3.4592435491	5.6968616724	4.0766666667	0.6998962963	0.6332065843	0.7823465278	0.0044434582	0.0001237494	0.0087685283
5227	chr15	101904991	101905121	101905070	7	intron (uc007xuk.2, intron 1 of 14)	CpG	852	uc007xuk.2	Eif4b	eukaryotic translation initiation factor 4B	3.86	7.73	9.01	3.86	0	0	0	1.29	5227-Bmal1_n3R1	0	mle	1	23.0751445087	4.3295528276	6.9890416761	4.0766666667	0.8777328185	0.8505623337	0.8439177662	7.81438051374E-005	0.000034722	0.0024603021
5228	chr19	47294881	47295090	47294985	7	intron (uc008huu.1, intron 1 of 5)	MTEa|LTR|MaLR	41675	uc008huu.1	Neurl1a	neuralized-like protein 1A isoform 1	9.01	3.86	9.01	2.58	0	0	0	0	5228-Bmal1_n3R1	0	mle	1	25.9220779221	3.0587914819	3.4818203033	4.0766666667	0.4282301576	0.3011701927	0.9189198336	0.0808156746	0.0012830309	0.0909119061
5229	chr3	88212901	88213130	88213015	11	intron (uc008pva.1, intron 1 of 4)	intron (NM_025928, intron 1 of 4)	1223	uc008pva.1	Pmf1	polyamine-modulated factor 1	3.86	3.86	14.16	0	1.29	1.29	0	2.58	5229-Bmal1_n3R1	0	burg	1	22.9425287356	4.2153370262	7.1697495865	4.0766666667	0.4047607223	0.2724853273	1.1588793318	0.0968527853	0.0015079952	0.1068522294
5230	chr1	135609621	135609841	135609730	7	intron (uc007cqv.2, intron 19 of 19)	intron (NM_001167949, intron 19 of 20)	-23138	uc007cqt.2	Lax1	lymphocyte transmembrane adapter 1	1.29	5.15	9.01	3.86	1.29	3.86	0	1.29	5230-Bmal1_n3R1	1	yule-walker	1	21.5783783784	2.9241413411	8.5575392194	4.0766666667	0.6199628167	0.5355101093	0.6421225348	0.0128593024	0.0002715388	0.0192404645
5231	chr15	99705921	99706170	99706030	7	promoter-TSS (uc007xqi.2)	promoter-TSS (NM_001113545)	-158	uc007xqi.2	Lima1	LIM domain and actin-binding protein 1 isoform	3.86	10.3	3.86	1.29	3.86	1.29	0	0	5231-Bmal1_n3R1	1	burg	1	22.8114285714	2.602566759	4.7740170566	4.0766666667	0.3819369666	0.2445896258	0.738627616	0.1147221984	0.0017614083	0.1248083577
5232	chr11	60644361	60644670	60644515	8	intron (uc007jgr.2, intron 1 of 6)	intron (NM_001172112, intron 1 of 6)	382	uc007jgr.2	Dhrs7b	dehydrogenase/reductase SDR family member 7B	1.29	2.58	12.88	1.29	2.58	2.58	0	0	5232-Bmal1_n3R1	0	burg	1	22.3016759777	3.4705515761	8.7139004838	3.8666666667	0.3708549893	0.231044987	1.0530930182	0.1242734645	0.0018935191	0.1341693562
5233	chr6	134878471	134878611	134878580	7	promoter-TSS (uc009elc.1)	promoter-TSS (NR_037955)	-569	uc009elc.1	AK012387	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1190002F15 product:hypothetical protein, full insert sequence.	2.58	7.73	7.73	2.58	0	2.58	1.29	2.58	5233-Bmal1_n3R1	0	burg	1	22.1777777778	3.6085365733	6.7698690228	3.8666666667	0.7843919465	0.7364790458	0.7448420537	0.0010034423	0.000056343	0.0039923052
5234	chr17	36116551	36116680	36116570	7	promoter-TSS (uc008cjo.1)	promoter-TSS (NR_028516)	-203	uc008cjm.2	Prr3	proline-rich protein 3 isoform a	5.15	7.73	1.29	6.44	0	2.58	1.29	0	5234-Bmal1_n3R1	0	mle	1	25.5897435897	1.6845067805	2.8076923077	3.865	0.2114189578	0.0361787262	0.7198163109	0.3434064873	0.0049292797	0.3492746774
5235	chr19	40372041	40372271	40372200	7	intron (uc008hkr.1, intron 25 of 26)	intron (NM_009166, intron 22 of 23)	-26050	uc008hkk.2	Pdlim1	PDZ and LIM domain protein 1	1.29	2.58	10.3	6.44	0	2.58	0	0	5235-Bmal1_n3R1	1	burg	1	23.0751445087	3.9027152745	9.1802690639	3.865	0.6475326574	0.5692065812	0.9019279606	0.0091629429	0.000208757	0.0147919273
5236	chr4	101042511	101042651	101042535	13	intron (uc008tvm.1, intron 2 of 3)	RSINE1|SINE|B4	-13767	uc008tvl.1	AK021368	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130102H24 product:hypothetical protein, full insert sequence.	7.73	12.88	1.29	1.29	0	0	0	0	5236-Bmal1_n3R1	1	yule-walker	1	24.490797546	4.7001225273	2.3868799094	3.865	0.5703168678	0.4748317273	1.2468734101	0.0223443319	0.0004256063	0.0301572479
