ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Clock_CT0/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT4/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT8/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT12/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT16/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT20/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_KO/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_Input/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
4028	chr11	82632931	82633100	82633015	7	intron (uc007knk.2, intron 2 of 7)	B3A|SINE|B2	38378	uc007kna.1	Lig3	DNA ligase 3	5.53	0.79	4.74	0.79	3.16	2.37	0	1.58	4028-Clock_n3R15	1	burg	1	26.7919463087	0.7964509154	23.8263353205	2.8966666667	0.0915364474	-0.1103443421	0.6232413273	0.6492078864	0.0887074809	0.6954084476
4029	chr11	84254061	84254260	84254160	7	intron (uc007kqm.1, intron 12 of 12)	intron (NM_019816, intron 12 of 12)	72843	uc007kqm.1	Aatf	protein AATF	2.37	5.53	3.16	3.95	2.37	0	0	3.16	4029-Clock_n3R15	1	mle	1	25.106918239	1.7506702935	6.9378275187	2.8966666667	0.5787487111	0.4851373136	0.5821022034	0.0204378681	0.0070830604	0.0555265462
4030	chr11	97491051	97491270	97491160	7	promoter-TSS (uc007leg.1)	promoter-TSS (NM_175332)	-130	uc007leg.1	E130012A19Rik	hypothetical protein LOC103551	1.58	3.16	5.53	5.53	0	1.58	0	0	4030-Clock_n3R15	0	burg	1	22.6818181818	2.4334489946	9.1615129332	2.8966666667	0.7226656793	0.6610358302	0.7158188976	0.0031154177	0.002260593	0.0177215661
4031	chr12	29975831	29976040	29975935	7	Intergenic	Intergenic	-237314	uc007ngf.1	Myt1l	myelin transcription factor 1-like protein	1.58	5.53	1.58	1.58	3.16	3.95	0.79	1.58	4031-Clock_n3R15	0	burg	1	22.1777777778	0.9439596957	2.3744399066	2.8966666667	0.2026193395	0.0254236372	0.5142594772	0.3609903909	0.0548230769	0.4297769522
4032	chr13	44826651	44826850	44826750	7	intron (uc007qgs.1, intron 1 of 18)	5' UTR (NM_001205043, exon 1 of 18)	478	uc007qgs.1	Jarid2	protein Jumonji	3.16	2.37	3.95	5.53	1.58	0.79	0.79	0	4032-Clock_n3R15	0	mle	1	24.0481927711	1.612551923	9.4494569059	2.8966666667	0.5557596413	0.4570395616	0.5378254348	0.0259585871	0.0083069729	0.0651212173
4033	chr13	110597741	110597960	110597850	7	intron (uc007rvg.2, intron 7 of 16)	intron (NM_011056, intron 7 of 16)	62381	uc007rvk.1	AK087292	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130003K05 product:unclassifiable, full insert sequence.	3.16	4.74	5.53	1.58	0.79	1.58	0	0	4033-Clock_n3R15	0	burg	1	23.3450292398	2.0769364072	5.717700768	2.8966666667	0.7712588927	0.7204275356	0.6030226892	0.0013093296	0.0014637554	0.0114748819
4034	chr14	31124661	31124891	31124770	7	intron (uc007sux.1, intron 3 of 46)	intron (NM_028981, intron 3 of 46)	-167975	uc007sva.1	Dcp1a	mRNA-decapping enzyme 1A	5.53	1.58	0.79	3.95	3.95	1.58	0	3.16	4034-Clock_n3R15	1	mle	1	21.6956521739	1.3226757624	18.2670091646	2.8966666667	0.2967556933	0.1404791807	0.5821022034	0.2051058333	0.0355286092	0.2785209851
4035	chr15	89306721	89306940	89306830	7	exon (uc007xgz.1, exon 1 of 4)	5' UTR (NM_009713, exon 2 of 9)	163	uc007xgz.1	AK082325	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830115H01 product:arylsulfatase A, full insert sequence.	3.16	5.53	3.95	2.37	0.79	1.58	0	0	4035-Clock_n3R15	0	mle	1	23.4823529412	1.8648980227	5.2915792549	2.8966666667	0.8090683186	0.766639056	0.5378254348	0.0005806989	0.0009896582	0.0077582709
4036	chr17	28133761	28133990	28133875	7	intron (uc008bpx.1, intron 11 of 24)	B1_Mur3|SINE|Alu	83654	uc008bqa.1	Tcp11	T-complex protein 11 isoform 1	5.53	1.58	1.58	2.37	2.37	3.95	0	3.95	4036-Clock_n3R15	0	yule-walker	1	24.3414634146	1.6253184816	21.5749376286	2.8966666667	0.6498390316	0.5720254831	0.489560437	0.0088962055	0.0041230428	0.0323219504
4037	chr17	57372631	57372840	57372735	7	Intergenic	Intergenic	-5176	uc008deg.1	C3	complement C3	2.37	3.95	2.37	5.53	1.58	1.58	0.79	0.79	4037-Clock_n3R15	0	mle	1	24.1939393939	1.180819285	8.9522319294	2.8966666667	0.3499935918	0.2055477233	0.489560437	0.1439227246	0.0271837906	0.2131030824
4038	chr19	55196441	55196610	55196495	7	Intergenic	Intergenic	-22588	uc008hxk.1	Gpam	glycerol-3-phosphate acyltransferase 1,	3.95	2.37	3.16	2.37	2.37	3.16	0	0	4038-Clock_n3R15	0	burg	1	25.4267515924	0.5202876122	23.6111294718	2.8966666667	0.3848021875	0.2480915625	0.203278907	0.1123483042	0.0228394958	0.1790466615
4039	chr17	26649491	26649650	26649540	8	Intergenic	Intergenic	-4153	uc008bee.2	Dusp1	dual specificity protein phosphatase 1	2.37	0	3.16	2.37	5.53	3.95	1.58	2.37	4039-Clock_n3R15	0	default	1	24	1.6592781628	16.5266541689	2.8966666667	0.5471832524	0.4465573085	0.5821022034	0.0282911867	0.0087963877	0.0689579083
4040	chr2	27452661	27452890	27452775	7	Intergenic	Intergenic	56826	uc008ixr.1	BC050122	Mus musculus 16 days embryo kidney cDNA, RIKEN full-length enriched library, clone:I920063F21 product:unclassifiable, full insert sequence.	3.95	1.58	2.37	5.53	1.58	2.37	1.58	0.79	4040-Clock_n3R15	0	yule-walker	1	21.8142076503	0.7065959262	13.8544790446	2.8966666667	0.1237399181	-0.0709845446	0.489560437	0.5518850444	0.0777121185	0.6092120207
4041	chr4	134041161	134041390	134041275	7	Intergenic	Intergenic	-11618	uc008vfd.1	Paqr7	membrane progestin receptor alpha	2.37	1.58	3.16	5.53	0.79	3.95	0	0.79	4041-Clock_n3R15	0	burg	1	23.6213017751	0.7458951821	11.6332268428	2.8966666667	0.1179013793	-0.0781205364	0.5378254348	0.5686265628	0.0796475876	0.6243848283
4042	chr5	115117671	115117870	115117770	7	Intergenic	CpG	-9340	uc008yzv.2	Trpv4	transient receptor potential cation channel	5.53	1.58	1.58	3.95	0.79	3.95	0.79	1.58	4042-Clock_n3R15	0	burg	1	25.4267515924	1.2134099435	22.3009559351	2.8966666667	0.2435945234	0.0755044175	0.5821022034	0.2847055877	0.0456262794	0.3576800945
4043	chr9	15084331	15084510	15084420	7	promoter-TSS (uc009ofl.1)	promoter-TSS (NM_144933)	-109	uc009ofl.1	Med17	mediator of RNA polymerase II transcription	3.16	2.37	2.37	5.53	0.79	3.16	1.58	1.58	4043-Clock_n3R15	0	yule-walker	1	21.9340659341	0.4970864149	11.520636506	2.8966666667	0.0655992321	-0.1420453829	0.489560437	0.7368843617	0.0987929591	0.7744719794
4044	chr9	74759161	74759321	74759260	7	Intergenic	(TC)n|Simple_repeat|Simple_repeat	49513	uc009qrh.1	Onecut1	hepatocyte nuclear factor 6	5.53	1.58	2.37	3.95	1.58	2.37	0.79	0.79	4044-Clock_n3R15	0	mle	1	26.972972973	0.5848263518	24.0993469475	2.8966666667	0.0832072793	-0.1205244364	0.489560437	0.6764258616	0.0919802334	0.7210646802
4045	chr11	33062251	33062450	33062350	7	intron (uc007ikd.1, intron 1 of 10)	intron (NM_008722, intron 1 of 10)	706	uc007ikd.1	Npm1	nucleophosmin	3.95	3.16	5.53	3.95	0	0.79	0	0	4045-Clock_n3R15	1	default	1	24	2.0065772566	6.8662443501	2.8966666667	0.6185206331	0.5337474405	0.6618281718	0.0130803613	0.0052507758	0.0411626372
4046	chr12	16733201	16733400	16733300	7	intron (uc007nbz.1, intron 4 of 32)	intron (NM_015764, intron 4 of 32)	73024	uc007nbw.1	Ntsr2	neurotensin receptor type 2	3.16	2.37	5.53	1.58	3.95	0.79	0	0.79	4046-Clock_n3R15	0	yule-walker	1	25.4267515924	1.0166849542	7.67434811	2.8966666667	0.2080975469	0.0321192239	0.5378254348	0.349963376	0.053478023	0.4192326127
4047	chr13	110293011	110293220	110293115	7	intron (uc007rvg.2, intron 3 of 16)	intron (NM_011056, intron 3 of 16)	178177	uc011zel.1	Mir582	Mus musculus microRNA 582 (Mir582), microRNA.	5.53	4.74	1.58	2.37	2.37	0.79	0	0.79	4047-Clock_n3R15	0	default	1	24	1.2352457689	1.7578258849	2.8966666667	0.3291343594	0.1800531059	0.5821022034	0.1659051901	0.0301698497	0.2365118269
4048	chr14	61612461	61612650	61612555	7	intron (uc007ufi.2, intron 5 of 9)	intron (NM_013869, intron 5 of 9)	27720	uc007ufk.1	AK215081	Mus musculus cDNA, clone:Y1G0102A03, strand:unspecified.	3.95	3.16	5.53	3.95	0	0.79	0	2.37	4048-Clock_n3R15	1	default	1	24	2.0065772566	6.8662443501	2.8966666667	0.6185206331	0.5337474405	0.6618281718	0.0130803613	0.0052507758	0.0411626372
4049	chr15	89204191	89204370	89204280	7	intron (uc007xgl.2, intron 8 of 10)	promoter-TSS (NM_001111288)	3188	uc007xgl.2	Tymp	thymidine phosphorylase	1.58	1.58	3.95	3.95	5.53	0.79	0.79	0.79	4049-Clock_n3R15	1	mle	1	23.4823529412	1.9239986358	12.5775649486	2.8966666667	0.6645456887	0.5900002862	0.5821022034	0.007334157	0.003660122	0.028692955
4050	chr17	25252721	25252950	25252835	7	promoter-TSS (uc008azq.2)	promoter-TSS (NM_027880)	15	uc008azq.2	Telo2	telomere length regulation protein TEL2 homolog	3.16	3.16	5.53	3.95	0.79	0.79	0.79	0	4050-Clock_n3R15	1	burg	1	23.6213017751	1.9695322695	7.8085144516	2.8966666667	0.7507596153	0.6953728632	0.5821022034	0.0019265614	0.001802725	0.0141321815
4051	chr17	29410201	29410430	29410315	7	intron (uc008bsn.2, intron 1 of 8)	intron (NM_030561, intron 1 of 8)	4582	uc008bsn.2	BC004004	hypothetical protein LOC80748	3.16	3.95	5.53	3.16	0.79	0.79	0	1.58	4051-Clock_n3R15	0	burg	1	23.9041916168	2.040491145	6.8624152782	2.8966666667	0.8270646936	0.7886346255	0.5821022034	0.0003719431	0.0008176886	0.006410142
4052	chr8	124658031	124658250	124658140	7	Intergenic	Intergenic	-147901	uc009nsj.1	Zfpm1	zinc finger protein ZFPM1	4.74	5.53	0.79	3.95	0.79	1.58	0	0.79	4052-Clock_n3R15	0	mle	1	25.7548387097	1.3142671499	1.2338345666	2.8966666667	0.2803250019	0.1203972245	0.6618281718	0.2275694024	0.0383744191	0.3008302679
4053	chrX	11234851	11235170	11234960	7	Intergenic	Intergenic	330062	uc012hew.1	Gm4906	hypothetical protein LOC236663	6.33	1.58	0.79	7.12	0.79	0	0	0.79	4053-Clock_n3R15	0	default	1	24	0.4726460692	11.0134732664	2.7683333333	0.0146184556	-0.2043552209	1.0272891888	0.9358794426	0.1202905155	0.9429987168
4054	chr3	87942521	87942830	87942560	10	Intergenic	Intergenic	-3642	uc008ptz.1	Mef2d	myocyte-specific enhancer factor 2D	3.16	3.16	7.91	1.58	0	0.79	0.79	0.79	4054-Clock_n3R15	1	mle	1	22.8114285714	2.7143994605	7.1363134045	2.7666666667	0.5842876075	0.4919070759	0.9301306261	0.0192561017	0.0068396679	0.0536185087
4055	chr6	129476551	129476890	129476645	10	Intergenic	Intergenic	-6490	uc009efz.1	Gabarapl1	gamma-aminobutyric acid receptor-associated	8.7	2.37	3.16	2.37	0	0	0	1.58	4055-Clock_n3R15	0	default	1	24	1.8892084057	2.0685301871	2.7666666667	0.2564929151	0.0912691185	1.0536080858	0.2635014447	0.0429495006	0.3366959047
4056	chr14	66509951	66510180	66510065	10	Intergenic	ID_B1|SINE|B4	53926	uc007ujq.1	Ccdc25	coiled-coil domain-containing protein 25	7.91	4.74	1.58	0	0.79	1.58	0	4.74	4056-Clock_n3R15	0	burg	1	26.2631578947	3.0836173754	25.0354567392	2.7666666667	0.7428212427	0.6856704077	0.986841133	0.0022184923	0.0019178773	0.0150348997
4057	chr5	66506191	66506470	66506235	9	Intergenic	intron (NM_001127382, intron 2 of 7)	-16913	uc008xol.2	Rbm47	RNA-binding protein 47	2.37	7.12	3.16	3.16	0.79	0	0.79	0.79	4057-Clock_n3R15	1	mle	1	23.9041916168	2.3690857843	5.9725350092	2.7666666667	0.6072650936	0.51999067	0.8213112593	0.0149089742	0.0057475944	0.0450573693
4058	chr12	16882151	16882380	16882265	9	Intergenic	Intergenic	-19519	uc007nch.1	Rock2	rho-associated protein kinase 2	1.58	1.58	3.16	7.12	1.58	1.58	0	2.37	4058-Clock_n3R15	1	burg	1	23.0751445087	2.1281296736	11.6175357487	2.7666666667	0.5690262999	0.4732543665	0.7339357155	0.0226479271	0.0076099097	0.0596566988
4059	chr1	42907841	42908040	42907940	8	promoter-TSS (uc007ava.2)	promoter-TSS (NM_023514)	-138	uc007ava.2	Mrps9	28S ribosomal protein S9, mitochondrial	2.37	0.79	6.33	3.95	0.79	2.37	0	0.79	4059-Clock_n3R15	0	burg	1	23.3450292398	1.6446423316	9.4458335177	2.7666666667	0.3754688948	0.2366842048	0.6956733341	0.1202245973	0.0239871606	0.1880436009
4060	chr2	179694201	179694480	179694300	8	intron (uc008ohw.1, intron 1 of 14)	intron (NM_001081092, intron 1 of 14)	17011	uc008ohw.1	Taf4a	transcription initiation factor TFIID subunit 4	3.95	3.95	7.12	1.58	0	0	0.79	1.58	4060-Clock_n3R15	1	yule-walker	1	23.6213017751	2.7629340526	6.2245718324	2.7666666667	0.6739075937	0.6014426145	0.9152162831	0.0064570342	0.0034053789	0.026695936
4061	chr4	100001001	100001240	100001115	8	intron (uc008tvd.1, intron 2 of 8)	RCHARR1|DNA|MER1_type	-150352	uc012dhj.1	Ube2u	ubiquitin-conjugating enzyme E2U	3.16	0	3.16	7.12	1.58	1.58	0	2.37	4061-Clock_n3R15	1	burg	1	20.4717948718	1.9383827801	13.7988319115	2.7666666667	0.3797896882	0.2419651745	0.8045955969	0.1165266931	0.0235111198	0.1843117534
4062	chr4	116767621	116767850	116767735	8	Intergenic	Intergenic	-1226	uc008uhx.1	Ptch2	protein patched homolog 2	5.53	0.79	6.33	0.79	1.58	1.58	0	3.95	4062-Clock_n3R15	0	mle	1	25.5897435897	1.0109860631	2.6232943159	2.7666666667	0.1126624152	-0.0845237147	0.8211017951	0.5839826541	0.0814210871	0.6382879009
4063	chr4	147818431	147818670	147818550	8	exon (uc008vup.1, exon 1 of 2)	exon (NM_027873, exon 1 of 2)	310	uc008vup.1	Ubiad1	ubiA prenyltransferase domain-containing protein	3.16	3.95	7.12	0	1.58	0.79	1.58	0	4063-Clock_n3R15	1	yule-walker	1	22.1777777778	2.282846645	6.7299725206	2.7666666667	0.47345786	0.3564484956	0.8537613277	0.0557762232	0.0139706569	0.109520784
4064	chr6	43636041	43636270	43636155	8	Intergenic	Intergenic	-19981	uc009bsq.1	Tpk1	thiamin pyrophosphokinase 1	3.95	0.79	1.58	6.33	0.79	3.16	0	3.16	4064-Clock_n3R15	0	yule-walker	1	21.5783783784	0.8930652577	15.2886266205	2.7666666667	0.095087272	-0.1060044453	0.7149402057	0.6378670015	0.0875530688	0.6863586141
4065	chr7	36532301	36532490	36532395	8	intron (uc009gkg.2, intron 3 of 18)	RMER5|LTR|ERV1	7078	uc009gkg.2	Dpy19l3	protein dpy-19 homolog 3	0.79	3.16	6.33	2.37	2.37	1.58	0	0.79	4065-Clock_n3R15	1	burg	1	23.0751445087	1.9656585672	8.8385436709	2.7666666667	0.6442536989	0.5651989653	0.6343713878	0.0095528238	0.0043033418	0.0337353759
4066	chr7	52966111	52966390	52966280	8	TTS (uc009gws.2)	TTS (NM_016974)	4327	uc009gwt.2	Sphk2	sphingosine kinase 2	1.58	3.16	7.91	3.16	0	0.79	0	0	4066-Clock_n3R15	0	burg	1	22.8114285714	3.0636185274	8.2602305327	2.7666666667	0.7391131914	0.681138345	0.9301306261	0.0023661079	0.0019810748	0.0155303269
4067	chr8	41982281	41982470	41982365	8	intron (uc009lng.1, intron 1 of 11)	intron (NM_001044740, intron 1 of 11)	-29212	uc009lni.2	Pdgfrl	platelet-derived growth factor receptor-like	3.16	2.37	7.12	0.79	1.58	1.58	0	1.58	4067-Clock_n3R15	1	yule-walker	1	22.6818181818	1.6914411667	7.0188042171	2.7666666667	0.3331764232	0.1849934061	0.7522232013	0.1614541677	0.0295970624	0.2320215504
4068	chr9	21641251	21641490	21641320	8	exon (uc009omr.1, exon 3 of 4)	exon (NM_001080940, exon 3 of 4)	1416	uc009omr.1	Gm6484	hepatocellular carcinoma-associated protein TD26	1.58	0.79	3.16	3.95	0	7.12	0	1.58	4068-Clock_n3R15	0	default	1	24	0.6264591064	19.1407640749	2.7666666667	0.0378681783	-0.1759388931	0.8537613277	0.8405346174	0.1102644229	0.864400729
4069	chr9	21889591	21889781	21889655	8	exon (uc009onr.1, exon 3 of 3)	intron (NM_012029, intron 1 of 8)	140	uc009ons.1	Ecsit	evolutionarily conserved signaling intermediate	0.79	2.37	7.91	4.74	0.79	0	0	0	4069-Clock_n3R15	1	burg	1	22.9425287356	3.5110643633	9.3922857121	2.7666666667	0.8439353287	0.8092542907	1.0005166324	0.0002343531	0.0006835046	0.0053582279
4070	chr11	74643821	74643991	74643920	8	promoter-TSS (uc011xzb.1)	promoter-TSS (NM_010813)	-520	uc011xzb.1	Mnt	max-binding protein MNT	6.33	4.74	3.16	0	1.58	0.79	1.58	0	4070-Clock_n3R15	1	burg	1	26.6133333333	2.2378258293	26.4212211587	2.7666666667	0.6517477336	0.5743583411	0.8043817799	0.0086800611	0.0040482492	0.0317356176
4071	chr11	121405351	121405780	121405460	8	intron (uc007mvy.2, intron 14 of 38)	intron (NM_029878, intron 14 of 38)	-24909	uc007mvz.2	Zfp750	protein ZNF750	1.58	0	7.12	1.58	3.16	3.16	0	2.37	4071-Clock_n3R15	0	burg	1	23.7619047619	1.1618274448	10.8157744909	2.7666666667	0.140008279	-0.0511009923	0.8045955969	0.507252524	0.0724581834	0.5680246171
4072	chr13	41519191	41519361	41519305	8	Intergenic	intron (NM_001111324, intron 2 of 7)	63936	uc007qff.1	AK132865	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930457C06 product:unclassifiable, full insert sequence.	1.58	1.58	3.95	0.79	6.33	2.37	0	0.79	4072-Clock_n3R15	0	mle	1	24.7950310559	0.9908097856	14.7903431164	2.7666666667	0.1507603279	-0.0379595992	0.6758574389	0.4793317899	0.0690704988	0.5414673922
4073	chr13	69839861	69840080	69839970	8	Intergenic	B4A|SINE|B4	38805	uc007rcp.2	Ube2ql1	ubiquitin-conjugating enzyme E2Q-like protein 1	3.16	2.37	6.33	2.37	1.58	0.79	0	1.58	4073-Clock_n3R15	0	burg	1	23.2093023256	1.7297221615	7.9131393281	2.7666666667	0.5218543851	0.415599804	0.6343713878	0.036142717	0.0102957304	0.0807117708
4074	chr15	52994781	52995050	52994945	8	intron (uc007vrh.1, intron 1 of 10)	intron (NM_010162, intron 1 of 10)	182823	uc007vrh.1	Ext1	exostosin-1	1.58	0	3.16	7.12	3.16	1.58	0	1.58	4074-Clock_n3R15	0	burg	1	22.8114285714	2.6020564679	13.0863673252	2.7666666667	0.7036271742	0.6377665462	0.8045955969	0.0042002265	0.002631264	0.0206273837
4075	chr16	22951001	22951300	22951110	8	promoter-TSS (uc007ysw.2)	promoter-TSS (NM_053176)	5	uc007ysw.2	Hrg	histidine-rich glycoprotein	1.58	2.37	7.12	1.58	2.37	1.58	0	3.95	4075-Clock_n3R15	0	burg	1	22.5536723164	1.8125337767	8.7258197261	2.7666666667	0.4316470497	0.3053463941	0.7151807635	0.0786649977	0.0177695162	0.1393013481
4076	chr17	85278551	85278760	85278655	8	Intergenic	Intergenic	78395	uc008dtd.2	1110020A21Rik	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110020A21 product:unclassifiable, full insert sequence.	0.79	6.33	3.95	2.37	1.58	1.58	0.79	1.58	4076-Clock_n3R15	0	burg	1	22.9425287356	1.986348395	6.8791036276	2.7666666667	0.564808125	0.4680988195	0.6758574389	0.0236626567	0.0078256207	0.0613477315
4077	chr18	64260211	64260500	64260385	8	Intergenic	Intergenic	-153658	uc008fed.1	St8sia3	sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha	7.12	0	3.95	2.37	2.37	0.79	0	1.58	4077-Clock_n3R15	0	default	1	24	0.4870832368	23.3035522401	2.7666666667	0.023850119	-0.1930720768	0.8376934372	0.8970657499	0.1160330653	0.9096231007
4078	chr1	95374791	95375131	95375010	7	promoter-TSS (uc011wpo.1)	promoter-TSS (NM_001159717)	424	uc007cdy.1	Hdlbp	vigilin	2.37	7.91	2.37	0.79	0.79	2.37	1.58	0	4078-Clock_n3R15	0	burg	1	23.0751445087	2.488345568	3.984690636	2.7666666667	0.5407985224	0.4387537496	0.8697301544	0.0301310833	0.0091707669	0.0718927957
4079	chr1	176498831	176499160	176499045	7	intron (uc007dtd.2, intron 2 of 17)	B4A|SINE|B4	67039	uc007dtd.2	Fmn2	formin-2	2.37	1.58	6.33	3.16	0.79	2.37	0	3.16	4079-Clock_n3R15	0	burg	1	22.8114285714	1.5732024284	8.7047796307	2.7666666667	0.4141053591	0.28390655	0.6343713878	0.090196122	0.0195670667	0.1533929646
4080	chr3	41212341	41212620	41212515	7	Intergenic	Intergenic	54411	uc008pcg.1	AK006766	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700052H01 product:unclassifiable, full insert sequence.	1.58	3.16	3.95	6.33	0	1.58	0.79	0.79	4080-Clock_n3R15	1	burg	1	22.6818181818	2.0873542819	9.6551433779	2.7666666667	0.5574417604	0.4590954849	0.7337013069	0.0255191932	0.008237685	0.0645780455
4081	chr4	57087171	57087421	57087280	7	intron (uc008sxz.2, intron 11 of 15)	intron (NM_019427, intron 11 of 15)	68732	uc008sxz.2	Epb4.1l4b	band 4.1-like protein 4B	0.79	3.16	2.37	6.33	2.37	1.58	0	1.58	4081-Clock_n3R15	0	mle	1	24.0481927711	1.8839066722	10.8979495462	2.7666666667	0.5782007739	0.4844676126	0.6343713878	0.02055777	0.0071116964	0.055751034
4082	chr4	131565731	131565970	131565860	7	intron (uc008val.2, intron 1 of 17)	intron (NM_183428, intron 1 of 20)	39143	uc008val.2	Epb4.1	protein 4.1 isoform 2	3.16	3.16	6.33	1.58	1.58	0.79	0	0	4082-Clock_n3R15	1	burg	1	23.4823529412	1.8294269602	6.8794550707	2.7666666667	0.5499547477	0.4499446916	0.6554427265	0.0275202789	0.008643034	0.0677557158
4083	chr5	90893291	90893511	90893415	7	intron (uc008yaz.2, intron 4 of 14)	intron (NM_009654, intron 4 of 14)	3486	uc008yaz.2	Alb	serum albumin precursor	0.79	1.58	3.95	2.37	7.91	0	0.79	1.58	4083-Clock_n3R15	0	mle	1	24.1939393939	2.2060749675	12.7964024975	2.7666666667	0.3615939225	0.2197259052	0.9446274883	0.1327200564	0.0256451006	0.2010407621
4084	chr5	90914681	90914930	90914795	7	Intergenic	Intergenic	-4935	uc008yba.2	Afp	alpha-fetoprotein precursor	6.33	3.16	3.16	0	0.79	3.16	2.37	3.16	4084-Clock_n3R15	0	mle	1	24.490797546	2.3649049695	0.1171634628	2.7666666667	0.7464998999	0.6901665444	0.7337013069	0.0020792256	0.0018462525	0.014473408
4085	chr5	137138831	137139110	137138950	7	Intergenic	Intergenic	-31077	uc009aaw.1	Myl10	myosin regulatory light chain 10 isoform 2	0.79	1.58	7.12	2.37	2.37	2.37	0.79	0.79	4085-Clock_n3R15	0	burg	1	22.5536723164	1.8340576462	9.773994212	2.7666666667	0.4304508379	0.3038843574	0.7339357155	0.0794127943	0.0178974171	0.140304007
4086	chr6	54129551	54129830	54129730	7	intron (uc009bzo.2, intron 2 of 12)	intron (NM_001163640, intron 2 of 12)	-28757	uc009bzp.1	AK020588	Mus musculus adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530036M11 product:unclassifiable, full insert sequence.	3.16	0.79	3.16	1.58	6.33	1.58	0	3.95	4086-Clock_n3R15	0	burg	1	23.9041916168	1.2305429749	16.0291116825	2.7666666667	0.2312159907	0.0603750998	0.6554427265	0.3062806333	0.0482105463	0.3779390513
4087	chr6	86743411	86743700	86743595	7	promoter-TSS (uc009csn.2)	promoter-TSS (NM_013471)	23	uc009csn.2	Anxa4	annexin A4	7.12	3.16	0.79	4.74	0	0.79	1.58	2.37	4087-Clock_n3R15	0	mle	1	25.4267515924	1.3174753028	0.5406384081	2.7666666667	0.1582651278	-0.028787066	0.9152162831	0.4605628879	0.0669039176	0.5244828171
4088	chr6	120853801	120854060	120853890	7	intron (uc009dnv.1, intron 1 of 5)	intron (NM_007544, intron 1 of 5)	12908	uc009dnv.1	Bid	BH3-interacting domain death agonist	1.58	0	6.33	5.53	2.37	0.79	0	1.58	4088-Clock_n3R15	1	burg	1	23.2093023256	2.755507378	11.1073393241	2.7666666667	0.7043248078	0.6386192096	0.8535598268	0.0041559182	0.002611807	0.0204748533
4089	chr6	135150171	135150421	135150325	7	intron (uc009eli.2, intron 1 of 12)	intron (NM_028982, intron 1 of 12)	2291	uc009eli.2	8430419L09Rik	hypothetical protein LOC74525	2.37	1.58	7.12	0.79	2.37	2.37	0	1.58	4089-Clock_n3R15	0	burg	1	22.5536723164	1.2366476142	8.0115559581	2.7666666667	0.1858578539	0.004937377	0.7339357155	0.3964159036	0.0592445944	0.4644387488
4090	chr6	136855521	136855820	136855620	7	TTS (uc009emm.1)	TTS (NM_026983)	15031	uc009emm.1	Erp27	endoplasmic reticulum resident protein 27	3.16	1.58	0.79	6.33	3.16	1.58	0.79	1.58	4090-Clock_n3R15	0	burg	1	21.5783783784	1.5770614778	15.1373797012	2.7666666667	0.3550469932	0.2117241029	0.6554427265	0.1389556861	0.0265163157	0.2078705172
4091	chr7	52960581	52960840	52960610	7	promoter-TSS (uc009gws.2)	promoter-TSS (NM_016974)	93	uc009gws.2	Dbp	D site-binding protein	0.79	3.16	3.95	6.33	1.58	0.79	0.79	3.16	4091-Clock_n3R15	1	mle	1	23.9041916168	2.5079500723	9.9018675077	2.7666666667	0.8083280214	0.7657342484	0.7149402057	0.0005908998	0.0009984113	0.0078268895
