ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Cry2_CT0/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT4/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT8/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT12/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT16/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT20/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_KO/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry_Input/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
7668	chr14	21049471	21049710	21049575	7	Intergenic	Intergenic	38794	uc011zgl.1	Kcnk16	potassium channel, subfamily K, member 16	3.52	1.76	4.4	3.52	7.93	2.64	2.64	8.81	7668-Cry2_n3R17	0	burg	1	23.9041916168	1.6676219753	14.8535888533	3.9616666667	0.3724411432	0.2329836194	0.4933923741	0.1228697811	0.0285469551	0.1892175913
7669	chr15	3435491	3435880	3435590	7	intron (uc007vcc.1, intron 1 of 10)	intron (NM_001048178, intron 1 of 8)	97545	uc007vcc.1	Ghr	growth hormone receptor isoform 1 precursor	5.28	2.64	5.28	0.88	7.93	1.76	3.52	16.73	7669-Cry2_n3R17	0	yule-walker	1	21.9340659341	0.7835400373	17.9104304447	3.9616666667	0.0491392453	-0.1621631446	0.6123826416	0.7971244919	0.1249704655	0.8283408997
7670	chr15	10601721	10601990	10601880	7	intron (uc007vgn.2, intron 2 of 17)	intron (NM_001166408, intron 2 of 17)	42531	uc007vgn.2	Rai14	ankycorbin	3.52	1.76	4.4	4.4	1.76	7.93	0.88	7.04	7670-Cry2_n3R17	0	mle	1	25.9220779221	1.0316015806	19.5613235225	3.9616666667	0.1260636791	-0.0681443922	0.5256711434	0.545329574	0.0912468445	0.6048108485
7671	chr16	37584701	37584990	37584815	7	intron (uc007zeg.2, intron 1 of 13)	intron (NR_027778, intron 1 of 12)	4606	uc007zeg.2	Hgd	homogentisate 1,2-dioxygenase	4.4	1.76	3.52	2.64	3.52	7.93	2.64	8.81	7671-Cry2_n3R17	0	yule-walker	1	25.9220779221	2.0229148283	20.3167046975	3.9616666667	0.5399905399	0.4377662155	0.4933923741	0.0303703945	0.0102355312	0.0678441029
7672	chr17	25965931	25966170	25966060	7	promoter-TSS (uc008bce.2)	promoter-TSS (NM_028101)	62	uc008bce.2	Jmjd8	jmjC domain-containing protein 8	2.64	1.76	3.52	5.28	7.93	2.64	1.76	2.64	7672-Cry2_n3R17	0	burg	1	22.6818181818	2.4101110539	14.8730623033	3.9616666667	0.6776420957	0.6060070059	0.5256711434	0.0061308749	0.0036603643	0.0242619681
7673	chr18	38643081	38643440	38643225	7	Intergenic	Intergenic	64631	uc008esj.1	Ndfip1	NEDD4 family-interacting protein 1	0.88	0.88	9.69	3.52	6.16	2.64	4.4	7.04	7673-Cry2_n3R17	0	mle	1	24.1939393939	2.9129072128	10.9376593671	3.9616666667	0.4397901728	0.3152991001	0.7887281966	0.0737187994	0.0194334211	0.128810415
7674	chr19	5689561	5689860	5689745	7	promoter-TSS (uc008geq.2)	promoter-TSS (NM_144868)	579	uc008get.1	Map3k11	mitogen-activated protein kinase kinase kinase	7.93	1.76	6.16	2.64	1.76	3.52	1.76	3.52	7674-Cry2_n3R17	1	mle	1	27.3424657534	1.3604065155	25.8537255135	3.9616666667	0.1868340789	0.0061305409	0.5849088677	0.3942813754	0.0703708525	0.4664386503
7675	chr19	21181381	21181650	21181520	7	Intergenic	Intergenic	2315	uc008gys.1	AK016120	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930554I06 product:unclassifiable, full insert sequence.	5.28	0.88	2.64	3.52	7.93	3.52	0.88	1.76	7675-Cry2_n3R17	0	burg	1	22.1777777778	2.3902768772	17.5603223043	3.9616666667	0.562101444	0.4647906538	0.5560793714	0.0243321681	0.0088071565	0.0583764167
7676	chr8	129252191	129252481	129252330	9	Intergenic	Intergenic	-120584	uc009nyz.1	AK041328	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630001O12 product:unclassifiable, full insert sequence.	2.64	0	1.76	5.28	9.69	4.4	2.64	9.69	7676-Cry2_n3R17	0	burg	1	22.6818181818	3.7235531594	16.3563838265	3.9616666667	0.764273487	0.7118898174	0.7782320413	0.0014991253	0.0018378967	0.0121821186
7677	chr10	58939921	58940130	58940015	8	intron (uc007fdt.2, intron 2 of 7)	RSINE1|SINE|B4	-35498	uc007fdr.1	Oit3	oncoprotein-induced transcript 3 protein	5.28	0	4.4	1.76	7.93	4.4	3.52	14.97	7677-Cry2_n3R17	1	default	1	24	2.086547026	17.9428810171	3.9616666667	0.3489354313	0.204254416	0.6386756735	0.1449800605	0.0323533455	0.2144474633
7678	chr11	100390141	100390450	100390325	8	promoter-TSS (uc007llm.2)	promoter-TSS (NM_001199296)	-981	uc007llm.2	Acly	ATP-citrate synthase isoform 1	2.64	1.76	3.52	1.76	9.69	4.4	4.4	7.93	7678-Cry2_n3R17	1	default	1	24	2.2697393507	16.8623285797	3.9616666667	0.3740437671	0.234942382	0.6885264303	0.1214640778	0.0282763537	0.1874239661
7679	chr3	86616691	86617080	86616805	7	intron (uc008pro.3, intron 9 of 16)	intron (NM_001195500, intron 8 of 11)	107921	uc008pro.3	Dclk2	serine/threonine-protein kinase DCLK2 isoform 1	7.04	2.64	5.28	0.88	3.52	4.4	0.88	7.93	7679-Cry2_n3R17	1	mle	1	24.95	1.7056957855	23.6110055546	3.96	0.3821361265	0.2448330435	0.4927457295	0.1145559397	0.0270019824	0.1789770593
7680	chr2	120393121	120393330	120393225	8	promoter-TSS (uc008lwh.1)	promoter-TSS (NM_001177792)	-182	uc008lwh.1	Snap23	synaptosomal-associated protein 23 isoform a	1.76	3.52	3.52	7.04	4.4	3.52	0	3.52	7680-Cry2_n3R17	0	mle	1	24.1939393939	1.8062042809	12.0555176674	3.96	0.680562452	0.6095763302	0.4006168084	0.0058848695	0.0035556558	0.0235679292
7681	chr5	106113231	106113441	106113335	8	Intergenic	Intergenic	-16493	uc008ylh.2	Lrrc8d	leucine-rich repeat-containing protein 8D	3.52	2.64	5.28	4.4	7.04	0.88	1.76	8.81	7681-Cry2_n3R17	0	burg	1	23.2093023256	1.7732315993	12.5774160041	3.96	0.4184353084	0.2891987102	0.4927457295	0.0872350756	0.0219808737	0.145695678
7682	chr6	85806091	85806311	85806200	8	Intergenic	Intergenic	12930	uc009cqi.1	Cml2	probable N-acetyltransferase CML2	4.4	7.04	4.4	1.76	4.4	1.76	1.76	10.57	7682-Cry2_n3R17	1	default	1	24	1.4276923077	4	3.96	0.3440508303	0.1982843482	0.4581228473	0.1499394246	0.0331400569	0.2196620175
7683	chr6	108610401	108610551	108610455	8	promoter-TSS (uc009ddm.1)	promoter-TSS (NM_011498)	-147	uc009ddn.1	Bhlhe40	class E basic helix-loop-helix protein 40	5.28	0.88	2.64	7.04	4.4	3.52	0.88	0.88	7683-Cry2_n3R17	0	burg	1	21.9340659341	1.8356313206	15.9348023521	3.96	0.4092730597	0.2780004063	0.4927457295	0.0935923816	0.0232116084	0.1538533484
7684	chr8	11008871	11009060	11008965	8	promoter-TSS (uc009kuz.1)	promoter-TSS (NM_001081212)	-535	uc009kuz.1	Irs2	insulin receptor substrate 2	3.52	2.64	2.64	7.04	5.28	2.64	0.88	0.88	7684-Cry2_n3R17	0	burg	1	21.9340659341	1.8343129686	14.6267248611	3.96	0.5875581754	0.4959044366	0.4206598775	0.0185836984	0.0073243758	0.0485481112
7685	chr11	21327251	21327471	21327360	8	Intergenic	L1MB5|LINE|L1	-56479	uc007ids.2	Ugp2	UTP--glucose-1-phosphate uridylyltransferase	1.76	0.88	7.04	4.4	3.52	6.16	0.88	6.16	7685-Cry2_n3R17	0	burg	1	24.6419753086	1.3119038185	12.4123909427	3.96	0.1940396229	0.0149373169	0.5555555556	0.3788014313	0.068102082	0.4514005741
7686	chr13	55462641	55462870	55462755	8	intron (uc007qqo.1, intron 2 of 7)	intron (NM_025828, intron 2 of 7)	1389	uc007qqo.1	Lman2	vesicular integral-membrane protein VIP36	6.16	1.76	4.4	7.04	1.76	2.64	1.76	10.57	7686-Cry2_n3R17	1	default	1	24	0.7646661147	10.3128747333	3.96	0.0697198482	-0.1370090744	0.5250906251	0.7223736531	0.1150367233	0.7624971427
7687	chr14	28154281	28154441	28154380	8	intron (uc007stp.1, intron 2 of 10)	MTC|LTR|MaLR	-87672	uc011zhv.1	D14Abb1e	retinoblastoma-associated protein 140 isoform 1	7.04	0.88	4.4	0.88	5.28	5.28	0.88	6.16	7687-Cry2_n3R17	0	yule-walker	1	24.1939393939	2.1212022136	20.9672920357	3.96	0.4164904959	0.2868217172	0.5844345866	0.0885555335	0.0222304051	0.1473496451
7688	chr14	66708141	66708311	66708250	8	intron (uc007ujw.1, intron 13 of 18)	intron (NM_007940, intron 13 of 18)	-11656	uc007uju.1	Adam2	disintegrin and metalloproteinase	2.64	0.88	7.04	4.4	6.16	2.64	2.64	5.28	7688-Cry2_n3R17	0	burg	1	22.9425287356	2.0961414596	12.7145555575	3.96	0.4981265217	0.386599082	0.54053776	0.0449442468	0.0134934142	0.0894383068
7689	chr15	38956831	38957041	38956945	8	intron (uc007voc.2, intron 5 of 10)	intron (NM_198606, intron 5 of 10)	12516	uc007voc.2	Dcaf13	DDB1- and CUL4-associated factor 13	3.52	0.88	4.4	7.04	4.4	3.52	0	5.28	7689-Cry2_n3R17	1	mle	1	21.8142076503	2.0055257596	14.2142941322	3.96	0.6141960496	0.5284618385	0.4581228473	0.0137610007	0.0060522989	0.040116412
7690	chr15	82184651	82184861	82184765	8	promoter-TSS (uc007wzc.2)	promoter-TSS (NM_025987)	-35	uc007wzc.2	Ndufa6	NADH dehydrogenase [ubiquinone] 1 alpha	1.76	3.52	3.52	4.4	7.04	3.52	0.88	3.52	7690-Cry2_n3R17	0	mle	1	24.3414634146	1.5288757164	13.8473791475	3.96	0.5171902247	0.4098991636	0.4006168084	0.0377565449	0.0119232473	0.0790307803
7691	chr19	4820911	4821270	4820940	8	Intergenic	B2_Mm1a|SINE|B2	-9456	uc008gaz.1	Rbm14	RNA-binding protein 14	7.04	6.16	1.76	3.52	3.52	1.76	0	2.64	7691-Cry2_n3R17	0	burg	1	26.2631578947	1.5288546172	25.6225367269	3.96	0.3414363438	0.1950888646	0.5091750772	0.1526475785	0.0336362648	0.2229510284
7692	chr1	51570041	51570200	51570120	7	intron (uc007axq.1, intron 3 of 3)	Intergenic	-34877	uc007axn.1	Obfc2a	SOSS complex subunit B2	0.88	2.64	3.52	5.28	6.16	5.28	0	1.76	7692-Cry2_n3R17	1	burg	1	26.091503268	1.8757939361	13.6740754326	3.96	0.7110460955	0.6468341168	0.4581228473	0.0037473871	0.0027815441	0.0184368901
7693	chr1	95019811	95020060	95019925	7	Intergenic	Intergenic	-11918	uc007cdi.1	Agxt	serine--pyruvate aminotransferase,	2.64	1.76	4.4	7.04	2.64	5.28	0.88	6.16	7693-Cry2_n3R17	1	default	1	24	1.3673052821	12.7998721239	3.96	0.3022982077	0.147253365	0.4581228473	0.1979312073	0.040985666	0.2716650157
7694	chr1	162965201	162965430	162965315	7	promoter-TSS (uc007deq.1)	promoter-TSS (NM_173424)	18	uc007deu.1	Gas5	Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030018K05 product:growth arrest specific 5, full insert sequence.	3.52	2.64	6.16	2.64	2.64	6.16	0.88	7.93	7694-Cry2_n3R17	0	yule-walker	1	23.7619047619	0.3941949353	1.6365654274	3.96	0.0314673553	-0.1837621213	0.4006168084	0.8659926083	0.1337871758	0.8867806411
7695	chr1	182913201	182913460	182913300	7	Intergenic	Intergenic	34296	uc007dwz.1	Ephx1	epoxide hydrolase 1	3.52	4.4	4.4	2.64	7.04	1.76	0	6.16	7695-Cry2_n3R17	0	yule-walker	1	24.7950310559	0.6149373499	11.506568918	3.96	0.0666140211	-0.1408050854	0.4206598775	0.7332899407	0.1163620605	0.7712818665
7696	chr1	187279761	187280000	187279875	7	promoter-TSS (uc007dzj.1)	intron (NM_001033286, intron 1 of 3)	-433	uc007dzj.1	AK138296	Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230059D16 product:unclassifiable, full insert sequence.	7.04	5.28	4.4	1.76	1.76	3.52	1.76	7.04	7696-Cry2_n3R17	0	mle	1	24.6419753086	2.1740604817	1.0208883664	3.96	0.7955029369	0.7500591452	0.4757493548	0.0007908458	0.0015189668	0.0100681577
7697	chr2	22895751	22895961	22895845	7	promoter-TSS (uc008ins.1)	promoter-TSS (NM_001077190)	-96	uc008ins.1	Abi1	abl interactor 1 isoform 1	4.4	3.52	0.88	5.28	3.52	6.16	0.88	14.97	7697-Cry2_n3R17	0	mle	1	24.1939393939	1.5272634058	19.7684951656	3.96	0.4345079523	0.3088430528	0.4206598775	0.0768987462	0.0200259659	0.1327379758
7698	chr2	60701051	60701330	60701160	7	intron (uc008jur.2, intron 1 of 14)	intron (NM_020296, intron 1 of 13)	18305	uc008jur.2	Rbms1	RNA-binding motif, single-stranded-interacting	5.28	1.76	1.76	7.04	6.16	1.76	0.88	9.69	7698-Cry2_n3R17	0	burg	1	21.4623655914	2.2570050755	15.9289784987	3.96	0.4579578291	0.3375040134	0.5701779377	0.063554871	0.0174094687	0.1153950649
7699	chr3	69663891	69664220	69663965	7	promoter-TSS (uc008pmm.2)	promoter-TSS (NM_001164210)	-237	uc008pmm.2	1110032A04Rik	small subunit of serine palmitoyltransferase B	4.4	1.76	6.16	1.76	7.04	2.64	2.64	9.69	7699-Cry2_n3R17	1	default	1	24	0.7412965524	14.6639478117	3.96	0.0636067512	-0.1444806374	0.5250906251	0.7439816643	0.1178013073	0.7808216159
7700	chr3	97705021	97705310	97705135	7	promoter-TSS (uc008qpk.1)	promoter-TSS (NM_011342)	15	uc008qpk.1	Sec22b	vesicle-trafficking protein SEC22b	7.04	4.4	4.4	2.64	2.64	2.64	0.88	5.28	7700-Cry2_n3R17	1	burg	1	27.3424657534	1.4857295307	26.4880887017	3.96	0.5669994241	0.470777074	0.4006168084	0.0231311983	0.0084893029	0.0562695898
7701	chr3	151864271	151864431	151864305	7	Intergenic	BC1_Mm|scRNA|scRNA	-7544	uc008rsq.2	Dnajb4	dnaJ homolog subfamily B member 4	2.64	2.64	4.4	3.52	5.28	5.28	0.88	5.28	7701-Cry2_n3R17	0	default	1	24	0.8902564103	16	3.96	0.4013329754	0.2682958588	0.2796234976	0.0993880152	0.0243115055	0.1611437888
7702	chr4	3865891	3866120	3866005	7	promoter-TSS (uc012dag.1)	promoter-TSS (NM_019969)	-30	uc012dag.1	Chchd7	coiled-coil-helix-coiled-coil-helix	5.28	3.52	3.52	6.16	2.64	2.64	2.64	0.88	7702-Cry2_n3R17	0	mle	1	25.7548387097	0.5381282451	7.3303694218	3.96	0.0831500704	-0.1205943584	0.3333333333	0.6766158262	0.1090362662	0.7227243532
7703	chr4	41278801	41279000	41278900	7	Intergenic	Intergenic	-16966	uc008sil.2	Dcaf12	DDB1- and CUL4-associated factor 12	2.64	1.76	5.28	6.16	5.28	2.64	1.76	2.64	7703-Cry2_n3R17	0	burg	1	22.3016759777	2.1109628733	13.1084626578	3.96	0.838382457	0.8024674474	0.4206598775	0.0002742826	0.0013804098	0.0091497613
7704	chr4	101320111	101320281	101320165	7	promoter-TSS (uc008tvu.1)	promoter-TSS (NM_175036)	-192	uc008tvu.1	Leprot	leptin receptor gene-related protein	4.4	2.64	2.64	5.28	3.52	5.28	0.88	10.57	7704-Cry2_n3R17	1	burg	1	23.3450292398	0.9074466368	18.2605200478	3.96	0.3463681827	0.2011166677	0.2796234976	0.1475704258	0.0327684012	0.217198574
7705	chr4	103068531	103068830	103068725	7	intron (uc008txr.1, intron 1 of 3)	Intergenic	13575	uc008txr.1	AK144477	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630076E19 product:unclassifiable, full insert sequence.	2.64	3.52	5.28	2.64	2.64	7.04	0.88	7.04	7705-Cry2_n3R17	1	default	1	24	0.5593007751	23.6476648296	3.96	0.0598803408	-0.149035139	0.4206598775	0.7573979148	0.1195285592	0.7922703485
7706	chr4	142784351	142784630	142784435	7	intron (uc012doh.1, intron 2 of 9)	intron (NM_001081355, intron 2 of 9)	18122	uc012doh.1	Prdm2	retinoblastoma protein-binding zinc finger	2.64	0	2.64	7.04	6.16	5.28	0.88	4.4	7706-Cry2_n3R17	0	burg	1	23.3450292398	2.8390531346	15.4905275874	3.96	0.7639377878	0.7114795184	0.611952283	0.0015087564	0.0018378967	0.0121821186
7707	chr5	8947561	8947790	8947675	7	intron (uc008wkr.2, intron 23 of 27)	MamRep605|Unknown|Unknown	49471	uc008wkt.1	Crot	peroxisomal carnitine O-octanoyltransferase	6.16	2.64	5.28	3.52	3.52	2.64	1.76	9.69	7707-Cry2_n3R17	0	default	1	24	0.3528205128	4	3.96	0.0394059274	-0.1740594221	0.3333333333	0.8345061875	0.1297772424	0.8602016268
7708	chr5	20388051	20388410	20388160	7	promoter-TSS (uc008wnz.2)	promoter-TSS (NM_172992)	-41	uc008woc.1	Tmem60	transmembrane protein 60	2.64	3.52	7.04	3.52	5.28	1.76	1.76	3.52	7708-Cry2_n3R17	0	yule-walker	1	24.1939393939	1.7916531039	9.6681659241	3.96	0.5246906592	0.4190663612	0.4397904477	0.035187918	0.0113446228	0.0751954874
7709	chr5	90631591	90631800	90631695	7	Intergenic	Intergenic	21326	uc008yas.2	Cox18	mitochondrial inner membrane protein COX18	1.76	1.76	5.28	7.04	6.16	1.76	0.88	7.93	7709-Cry2_n3R17	0	mle	1	24.0481927711	2.9762393763	12.0659845757	3.96	0.8905553752	0.8662343474	0.5701779377	4.74651618622E-005	0.0008999262	0.005964975
7710	chr5	115117681	115117840	115117760	7	Intergenic	CpG	-9330	uc008yzv.2	Trpv4	transient receptor potential cation channel	0.88	3.52	6.16	4.4	5.28	3.52	0.88	2.64	7710-Cry2_n3R17	1	mle	1	24.7950310559	1.890189531	10.7361512266	3.96	0.6603308072	0.5848487644	0.4206598775	0.0077580525	0.0042066117	0.0278826559
7711	chr5	138516931	138517091	138517040	7	Intergenic	RCHARR1|DNA|MER1_type	-9301	uc009aej.1	Zkscan1	zinc finger protein with KRAB and SCAN domains 1	3.52	0.88	3.52	4.4	5.28	6.16	2.64	10.57	7711-Cry2_n3R17	0	mle	1	24.1939393939	1.7421173788	17.1049973059	3.96	0.6533487897	0.5763151875	0.4206598775	0.0085019245	0.0044471232	0.029476837
7712	chr5	151386211	151386441	151386300	7	intron (uc009auc.2, intron 1 of 4)	B3|SINE|B2	10774	uc009auc.2	N4bp2l1	NEDD4-binding protein 2-like 1	2.64	2.64	7.04	3.52	2.64	5.28	0.88	14.09	7712-Cry2_n3R17	0	burg	1	22.9425287356	0.8693464713	8.766939456	3.96	0.1425128512	-0.0480398485	0.4206598775	0.5006385522	0.085300908	0.5653994373
7713	chr6	134714511	134714741	134714625	7	intron (uc009ekp.1, intron 1 of 6)	RMER1B|Other|Other	28020	uc009ekp.1	Dusp16	dual specificity phosphatase 16 isoform A1	2.64	0.88	5.28	4.4	7.04	3.52	0	1.76	7713-Cry2_n3R17	1	mle	1	22.9425287356	2.0602514735	14.4476163103	3.96	0.5846187015	0.4923117462	0.4927457295	0.0191871835	0.0074581595	0.0494348687
7714	chr7	35444741	35444941	35444885	7	Intergenic	Intergenic	-6981	uc009gjf.1	Kctd15	BTB/POZ domain-containing protein KCTD15	2.64	0.88	7.04	4.4	5.28	3.52	0.88	3.52	7714-Cry2_n3R17	0	burg	1	23.2093023256	1.7923036103	12.5169856151	3.96	0.4430934187	0.3193364006	0.4927457295	0.07178283	0.0190514843	0.1262788257
7715	chr7	52968051	52968310	52968150	7	intron (uc009gwt.2, intron 2 of 5)	intron (NM_203280, intron 3 of 6)	2397	uc009gwt.2	Sphk2	sphingosine kinase 2	2.64	2.64	3.52	7.04	4.4	3.52	0.88	4.4	7715-Cry2_n3R17	0	burg	1	22.9425287356	1.7226751932	13.3303479927	3.96	0.6876519728	0.6182413001	0.379516695	0.0053195446	0.0033426019	0.0221557459
7716	chr8	42502421	42502660	42502530	7	promoter-TSS (uc012gcs.1)	promoter-TSS (NM_013522)	-68	uc012gcs.1	Frg1	protein FRG1	4.4	0.88	7.04	2.64	7.04	1.76	0.88	5.28	7716-Cry2_n3R17	0	burg	1	23.6213017751	1.353062721	12.9449003626	3.96	0.1561525894	-0.0313690575	0.611952283	0.4657873069	0.080477553	0.5334288256
7717	chr8	72736701	72736980	72736725	7	promoter-TSS (uc012gex.1)	promoter-TSS (NM_001007570)	-660	uc012gex.1	Slc25a42	solute carrier family 25 member 42	2.64	1.76	3.52	3.52	6.16	6.16	0.88	7.04	7717-Cry2_n3R17	0	mle	1	26.4370860927	1.6655233217	16.7023833825	3.96	0.670547238	0.5973355131	0.4206598775	0.0067619069	0.0038709801	0.0256579917
7718	chr8	125760201	125760410	125760300	7	promoter-TSS (uc009nuq.1)	promoter-TSS (NM_030176)	-196	uc009nuq.1	Spata2L	spermatogenesis-associated protein 2-like	5.28	2.64	5.28	2.64	1.76	6.16	0.88	3.52	7718-Cry2_n3R17	0	burg	1	24.1939393939	1.1708269271	23.920481259	3.96	0.2457133116	0.0780940475	0.4206598775	0.2811344035	0.0538298452	0.3568000025
7719	chr8	129076691	129076960	129076845	7	Intergenic	B4|SINE|B4	40511	uc009nyw.2	Irf2bp2	interferon regulatory factor 2 binding protein	1.76	2.64	1.76	5.28	7.04	5.28	0.88	7.04	7719-Cry2_n3R17	1	yule-walker	1	24.0481927711	2.1572515096	15.9863155506	3.96	0.690255641	0.6214235612	0.5091750772	0.0051228935	0.0032687953	0.0216665337
7720	chr9	23241321	23241570	23241390	7	intron (uc009oow.1, intron 13 of 14)	intron (NM_028472, intron 13 of 14)	213925	uc009oow.1	Bmper	BMP-binding endothelial regulator protein	3.52	1.76	3.52	0.88	7.04	7.04	0.88	7.93	7720-Cry2_n3R17	0	burg	1	24.6419753086	2.3297308319	19.2912944515	3.96	0.5324923857	0.4286018048	0.5983516452	0.0326624756	0.0107704871	0.0713899474
7721	chr9	69139121	69139351	69139235	7	intron (uc009qmx.1, intron 2 of 10)	intron (NM_013646, intron 2 of 10)	-106569	uc009qnf.1	Narg2	NMDA receptor-regulated protein 2	6.16	1.76	6.16	0	6.16	3.52	0.88	7.04	7721-Cry2_n3R17	0	burg	1	23.9041916168	1.0176313619	21.6623314502	3.96	0.0889221302	-0.1135396187	0.611952283	0.6576574432	0.1065042965	0.705941715
7722	chr10	27815981	27816190	27816085	7	intron (uc007esn.1, intron 1 of 31)	intron (NM_008983, intron 1 of 31)	21459	uc007esn.1	Ptprk	receptor-type tyrosine-protein phosphatase kappa	6.16	3.52	4.4	4.4	2.64	2.64	2.64	14.97	7722-Cry2_n3R17	0	default	1	24	0.5969230769	4	3.96	0.1430373974	-0.0473987365	0.3076527357	0.4992618881	0.0851424342	0.564349026
7723	chr10	80882671	80882920	80882820	7	intron (uc007ghy.1, intron 2 of 9)	intron (NM_026756, intron 2 of 8)	7123	uc007ghy.1	Nfic	nuclear factor 1 C-type isoform a	7.04	1.76	4.4	1.76	6.16	2.64	1.76	1.76	7723-Cry2_n3R17	1	mle	1	22.8114285714	1.1554853517	19.9647332691	3.96	0.1604649259	-0.0260984239	0.5250906251	0.4551712278	0.0789473903	0.5232864581
7724	chr10	92915691	92915861	92915795	7	promoter-TSS (uc007gur.1)	promoter-TSS (NM_008517)	-365	uc007gur.1	Lta4h	leukotriene A-4 hydrolase	6.16	4.4	1.76	5.28	2.64	3.52	2.64	7.04	7724-Cry2_n3R17	0	yule-walker	1	27.7222222222	0.8661928087	24.325765721	3.96	0.1617973012	-0.0244699652	0.379516695	0.4519295578	0.0784922452	0.520269623
7725	chr11	31743221	31743480	31743330	7	Intergenic	Intergenic	-18803	uc011xsw.1	AK158188	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630024D03 product:unclassifiable, full insert sequence.	1.76	2.64	7.04	2.64	3.52	6.16	0	7.93	7725-Cry2_n3R17	0	burg	1	27.3424657534	0.5814991828	11.3659164855	3.96	0.0455641931	-0.1665326529	0.4927457295	0.8107001594	0.1266821378	0.8396863653
7726	chr11	79537401	79537740	79537630	7	Intergenic	Intergenic	-2332	uc011yao.1	Mir365-2	Mus musculus microRNA 365-2 (Mir365-2), microRNA.	1.76	2.64	1.76	5.28	5.28	7.04	0	8.81	7726-Cry2_n3R17	0	burg	1	24.490797546	1.8915088718	16.948899856	3.96	0.5650600536	0.4684067321	0.5091750772	0.0236010777	0.0086051881	0.0570377108
7727	chr12	29370661	29370891	29370765	7	Intergenic	Intergenic	10704	uc007nfv.1	Adi1	1,2-dihydroxy-3-keto-5-methylthiopentene	4.4	4.4	4.4	1.76	7.04	1.76	0.88	0.88	7727-Cry2_n3R17	0	default	1	24	0.1107692308	16	3.96	0.0018849703	-0.2199183697	0.4581228473	0.9915455706	0.1497027839	0.9922739599
7728	chr12	73098471	73098710	73098525	7	Intergenic	RSINE1|SINE|B4	73388	uc007nvc.1	Gpr135	probable G-protein coupled receptor 135	2.64	2.64	5.28	7.04	2.64	3.52	0.88	6.16	7728-Cry2_n3R17	0	burg	1	22.8114285714	1.7858940013	11.3276655476	3.96	0.6066896064	0.5192872967	0.4206598775	0.0150075364	0.0063829836	0.0423082873
7729	chr12	106231051	106231331	106231215	7	intron (uc007oxr.1, intron 2 of 18)	intron (NM_172500, intron 1 of 16)	5696	uc007oxr.1	4831426I19Rik	nesprin-3 isoform alpha	0	1.76	3.52	6.16	5.28	7.04	2.64	1.76	7729-Cry2_n3R17	0	default	1	24	2.2431714189	14.675917837	3.96	0.5279380342	0.4230353751	0.6252571487	0.0341189414	0.0110985119	0.0735641922
7730	chr13	12636561	12636800	12636665	7	intron (uc007plq.1, intron 2 of 2)	Intergenic	4270	uc007plq.1	AK046182	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230347D17 product:unclassifiable, full insert sequence.	5.28	2.64	7.04	4.4	1.76	2.64	1.76	14.09	7730-Cry2_n3R17	1	default	1	24	1.3673052821	7.2001278762	3.96	0.3022982077	0.147253365	0.4581228473	0.1979312073	0.040985666	0.2716650157
7731	chr13	21328591	21328831	21328755	7	Intergenic	MTD|LTR|MaLR	55844	uc007ppz.2	Gpx5	epididymal secretory glutathione peroxidase	0.88	1.76	6.16	7.04	4.4	3.52	2.64	7.93	7731-Cry2_n3R17	1	default	1	24	2.7922311685	11.6349194488	3.96	0.8552701424	0.8231079518	0.5555555556	0.0001669212	0.0012773995	0.0084669784
7732	chr13	21802411	21802580	21802495	7	Intergenic	tRNA-Gly-GGY|tRNA|tRNA	5517	uc007pra.1	Hist1h2bl	histone H2B type 1-F/J/L	3.52	6.16	3.52	5.28	1.76	3.52	0.88	3.52	7732-Cry2_n3R17	1	default	1	24	1.133568603	5.7752276024	3.96	0.3338876571	0.185862692	0.3571722504	0.1606806815	0.0349619047	0.2317377589
